Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,RoundNumber
0 days 00:30:31.107000,BEA,87,0 days 00:01:27.999000,8.0,2.0,,,0 days 00:00:29.116000,0 days 00:00:33.765000,0 days 00:00:25.118000,0 days 00:29:32.224000,0 days 00:30:05.989000,0 days 00:30:31.107000,219.0,192.0,286.0,335.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:29:03.108000,,1,,,,False,True,6
0 days 00:40:07.825000,PIA,81,0 days 00:01:15.500000,3.0,2.0,,,0 days 00:00:23.868000,0 days 00:00:26.238000,0 days 00:00:25.394000,0 days 00:39:16.193000,0 days 00:39:42.431000,0 days 00:40:07.825000,230.0,263.0,283.0,296.0,True,SOFT,3.0,False,McLaren,0 days 00:38:52.325000,,1,,,,False,True,7
0 days 01:17:19.558000,PIA,81,0 days 00:01:15.241000,8.0,3.0,,,0 days 00:00:23.911000,0 days 00:00:25.881000,0 days 00:00:25.449000,0 days 01:16:28.228000,0 days 01:16:54.109000,0 days 01:17:19.558000,235.0,265.0,280.0,299.0,True,SOFT,2.0,True,McLaren,0 days 01:16:04.317000,,1,,,,False,True,7
0 days 01:27:42.345000,PIA,81,0 days 00:01:15.214000,11.0,4.0,,,0 days 00:00:23.888000,0 days 00:00:26.089000,0 days 00:00:25.237000,0 days 01:26:51.019000,0 days 01:27:17.108000,0 days 01:27:42.345000,234.0,265.0,283.0,298.0,True,SOFT,5.0,False,McLaren,0 days 01:26:27.131000,,1,,,,False,True,7
0 days 01:39:00.683000,PIA,81,0 days 00:01:14.821000,14.0,5.0,,,0 days 00:00:23.763000,0 days 00:00:25.832000,0 days 00:00:25.226000,0 days 01:38:09.625000,0 days 01:38:35.457000,0 days 01:39:00.683000,237.0,264.0,282.0,299.0,True,SOFT,2.0,True,McLaren,0 days 01:37:45.862000,,1,,,,False,True,7
0 days 01:46:26.572000,PIA,81,0 days 00:01:14.670000,17.0,6.0,,,0 days 00:00:23.677000,0 days 00:00:25.747000,0 days 00:00:25.246000,0 days 01:45:35.579000,0 days 01:46:01.326000,0 days 01:46:26.572000,235.0,264.0,283.0,300.0,True,SOFT,2.0,True,McLaren,0 days 01:45:11.902000,,1,,,,False,True,7
0 days 00:39:21.363000,VER,1,0 days 00:01:15.175000,4.0,2.0,,,0 days 00:00:23.649000,0 days 00:00:26.191000,0 days 00:00:25.335000,0 days 00:38:29.837000,0 days 00:38:56.028000,0 days 00:39:21.363000,231.0,263.0,283.0,298.0,True,SOFT,4.0,False,Red Bull Racing,0 days 00:38:06.188000,,1,,,,False,True,7
0 days 01:15:08.012000,VER,1,0 days 00:01:15.400000,7.0,3.0,,,0 days 00:00:24.011000,0 days 00:00:26.040000,0 days 00:00:25.349000,0 days 01:14:16.623000,0 days 01:14:42.663000,0 days 01:15:08.012000,224.0,262.0,281.0,301.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:13:52.612000,,1,,,,False,True,7
0 days 01:26:23.493000,VER,1,0 days 00:01:15.394000,10.0,4.0,,,0 days 00:00:23.813000,0 days 00:00:26.132000,0 days 00:00:25.449000,0 days 01:25:31.912000,0 days 01:25:58.044000,0 days 01:26:23.493000,231.0,262.0,282.0,299.0,True,SOFT,5.0,False,Red Bull Racing,0 days 01:25:08.099000,,1,,,,False,True,7
0 days 01:39:18.240000,VER,1,0 days 00:01:14.772000,13.0,5.0,,,0 days 00:00:23.612000,0 days 00:00:25.929000,0 days 00:00:25.231000,0 days 01:38:27.080000,0 days 01:38:53.009000,0 days 01:39:18.240000,234.0,263.0,281.0,299.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:38:03.468000,,1,,,,False,True,7
0 days 01:47:32.339000,VER,1,0 days 00:01:14.704000,16.0,6.0,,,0 days 00:00:23.495000,0 days 00:00:25.976000,0 days 00:00:25.233000,0 days 01:46:41.130000,0 days 01:47:07.106000,0 days 01:47:32.339000,235.0,262.0,282.0,299.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:46:17.635000,,1,,,,False,True,7
0 days 00:39:14.813000,RUS,63,0 days 00:01:15.852000,3.0,2.0,,,0 days 00:00:23.870000,0 days 00:00:26.356000,0 days 00:00:25.626000,0 days 00:38:22.831000,0 days 00:38:49.187000,0 days 00:39:14.813000,234.0,263.0,284.0,298.0,True,SOFT,2.0,True,Mercedes,0 days 00:37:58.961000,,1,,,,False,True,7
0 days 01:16:24.605000,RUS,63,0 days 00:01:15.551000,7.0,4.0,,,0 days 00:00:23.887000,0 days 00:00:26.184000,0 days 00:00:25.480000,0 days 01:15:32.941000,0 days 01:15:59.125000,0 days 01:16:24.605000,232.0,264.0,282.0,300.0,True,SOFT,3.0,False,Mercedes,0 days 01:15:09.054000,,1,,,,False,True,7
0 days 01:26:14.260000,RUS,63,0 days 00:01:15.334000,10.0,5.0,,,0 days 00:00:23.847000,0 days 00:00:26.071000,0 days 00:00:25.416000,0 days 01:25:22.773000,0 days 01:25:48.844000,0 days 01:26:14.260000,235.0,263.0,283.0,301.0,True,SOFT,2.0,True,Mercedes,0 days 01:24:58.926000,,1,,,,False,True,7
0 days 01:39:31.740000,RUS,63,0 days 00:01:15.039000,13.0,6.0,,,0 days 00:00:23.674000,0 days 00:00:26.046000,0 days 00:00:25.319000,0 days 01:38:40.375000,0 days 01:39:06.421000,0 days 01:39:31.740000,237.0,263.0,282.0,302.0,True,SOFT,2.0,True,Mercedes,0 days 01:38:16.701000,,1,,,,False,True,7
0 days 01:47:54.778000,RUS,63,0 days 00:01:14.807000,16.0,7.0,,,0 days 00:00:23.791000,0 days 00:00:25.815000,0 days 00:00:25.201000,0 days 01:47:03.762000,0 days 01:47:29.577000,0 days 01:47:54.778000,235.0,266.0,284.0,300.0,True,MEDIUM,2.0,True,Mercedes,0 days 01:46:39.971000,,1,,,,False,True,7
0 days 00:39:50.041000,NOR,4,0 days 00:01:15.942000,3.0,2.0,,,0 days 00:00:24.067000,0 days 00:00:26.454000,0 days 00:00:25.421000,0 days 00:38:58.166000,0 days 00:39:24.620000,0 days 00:39:50.041000,230.0,263.0,283.0,298.0,True,SOFT,3.0,False,McLaren,0 days 00:38:34.099000,,1,,,,False,True,7
0 days 00:44:53.695000,NOR,4,0 days 00:01:15.894000,6.0,3.0,,,0 days 00:00:24.053000,0 days 00:00:26.204000,0 days 00:00:25.637000,0 days 00:44:01.854000,0 days 00:44:28.058000,0 days 00:44:53.695000,233.0,264.0,281.0,299.0,True,SOFT,6.0,False,McLaren,0 days 00:43:37.801000,,1,,,,False,True,7
0 days 01:16:39.007000,NOR,4,0 days 00:01:15.261000,9.0,4.0,,,0 days 00:00:24.004000,0 days 00:00:25.901000,0 days 00:00:25.356000,0 days 01:15:47.750000,0 days 01:16:13.651000,0 days 01:16:39.007000,231.0,263.0,281.0,297.0,True,SOFT,2.0,True,McLaren,0 days 01:15:23.746000,,1,,,,False,True,7
0 days 01:27:48.565000,NOR,4,0 days 00:01:15.469000,12.0,5.0,,,0 days 00:00:23.835000,0 days 00:00:26.312000,0 days 00:00:25.322000,0 days 01:26:56.931000,0 days 01:27:23.243000,0 days 01:27:48.565000,233.0,266.0,282.0,298.0,False,SOFT,5.0,False,McLaren,0 days 01:26:33.096000,,1,,,,False,True,7
0 days 01:38:44.986000,NOR,4,0 days 00:01:14.962000,15.0,6.0,,,0 days 00:00:23.907000,0 days 00:00:25.921000,0 days 00:00:25.134000,0 days 01:37:53.931000,0 days 01:38:19.852000,0 days 01:38:44.986000,231.0,265.0,282.0,301.0,True,SOFT,2.0,True,McLaren,0 days 01:37:30.024000,,1,,,,False,True,7
0 days 01:47:16.521000,NOR,4,0 days 00:01:15.344000,18.0,7.0,,,0 days 00:00:23.819000,0 days 00:00:25.951000,0 days 00:00:25.574000,0 days 01:46:24.996000,0 days 01:46:50.947000,0 days 01:47:16.521000,232.0,263.0,267.0,297.0,False,SOFT,2.0,True,McLaren,0 days 01:46:01.177000,,1,,,,False,True,7
0 days 00:17:20.984000,ALO,14,0 days 00:01:16.238000,2.0,1.0,,,0 days 00:00:24.132000,0 days 00:00:26.330000,0 days 00:00:25.776000,0 days 00:16:28.878000,0 days 00:16:55.208000,0 days 00:17:20.984000,231.0,263.0,279.0,299.0,True,SOFT,2.0,True,Aston Martin,0 days 00:16:04.746000,,1,,,,False,True,7
0 days 00:38:48.499000,ALO,14,0 days 00:01:15.695000,5.0,2.0,,,0 days 00:00:24.003000,0 days 00:00:26.176000,0 days 00:00:25.516000,0 days 00:37:56.807000,0 days 00:38:22.983000,0 days 00:38:48.499000,229.0,263.0,281.0,298.0,True,SOFT,2.0,True,Aston Martin,0 days 00:37:32.804000,,1,,,,False,True,7
0 days 01:15:30.273000,ALO,14,0 days 00:01:15.980000,9.0,4.0,,,0 days 00:00:24.139000,0 days 00:00:26.275000,0 days 00:00:25.566000,0 days 01:14:38.432000,0 days 01:15:04.707000,0 days 01:15:30.273000,231.0,264.0,280.0,299.0,True,SOFT,2.0,True,Aston Martin,0 days 01:14:14.293000,,1,,,,False,True,7
0 days 01:27:30.714000,ALO,14,0 days 00:01:15.442000,12.0,5.0,,,0 days 00:00:23.948000,0 days 00:00:26.003000,0 days 00:00:25.491000,0 days 01:26:39.220000,0 days 01:27:05.223000,0 days 01:27:30.714000,232.0,266.0,281.0,298.0,True,MEDIUM,2.0,True,Aston Martin,0 days 01:26:15.272000,,1,,,,False,True,7
0 days 01:38:25.079000,ALO,14,0 days 00:01:15.853000,15.0,6.0,,,0 days 00:00:24.026000,0 days 00:00:26.140000,0 days 00:00:25.687000,0 days 01:37:33.252000,0 days 01:37:59.392000,0 days 01:38:25.079000,231.0,264.0,281.0,298.0,True,SOFT,2.0,True,Aston Martin,0 days 01:37:09.226000,,1,,,,False,True,7
0 days 01:47:38.741000,ALO,14,0 days 00:01:15.431000,18.0,7.0,,,0 days 00:00:23.870000,0 days 00:00:25.941000,0 days 00:00:25.620000,0 days 01:46:47.180000,0 days 01:47:13.121000,0 days 01:47:38.741000,235.0,264.0,282.0,298.0,True,MEDIUM,3.0,False,Aston Martin,0 days 01:46:23.310000,,1,,,,False,True,7
0 days 00:17:31.238000,SAI,55,0 days 00:01:16.406000,2.0,1.0,,,0 days 00:00:24.219000,0 days 00:00:26.428000,0 days 00:00:25.759000,0 days 00:16:39.051000,0 days 00:17:05.479000,0 days 00:17:31.238000,230.0,262.0,278.0,297.0,True,SOFT,2.0,True,Williams,0 days 00:16:14.832000,,1,,,,False,True,7
0 days 00:37:58.116000,SAI,55,0 days 00:01:15.987000,5.0,2.0,,,0 days 00:00:23.890000,0 days 00:00:26.334000,0 days 00:00:25.763000,0 days 00:37:06.019000,0 days 00:37:32.353000,0 days 00:37:58.116000,232.0,262.0,280.0,296.0,True,SOFT,5.0,False,Williams,0 days 00:36:42.129000,,1,,,,False,True,7
0 days 00:45:38.174000,SAI,55,0 days 00:01:16.827000,8.0,3.0,,,0 days 00:00:23.981000,0 days 00:00:26.254000,0 days 00:00:26.592000,0 days 00:44:45.328000,0 days 00:45:11.582000,0 days 00:45:38.174000,232.0,263.0,280.0,297.0,False,SOFT,2.0,True,Williams,0 days 00:44:21.347000,,1,,,,False,True,7
0 days 01:17:49.535000,SAI,55,0 days 00:01:16.108000,11.0,4.0,,,0 days 00:00:24.062000,0 days 00:00:26.226000,0 days 00:00:25.820000,0 days 01:16:57.489000,0 days 01:17:23.715000,0 days 01:17:49.535000,230.0,264.0,276.0,297.0,True,SOFT,5.0,False,Williams,0 days 01:16:33.427000,,1,,,,False,True,7
0 days 01:26:35.913000,SAI,55,0 days 00:01:15.198000,14.0,5.0,,,0 days 00:00:23.663000,0 days 00:00:26.150000,0 days 00:00:25.385000,0 days 01:25:44.378000,0 days 01:26:10.528000,0 days 01:26:35.913000,233.0,263.0,282.0,299.0,True,SOFT,2.0,True,Williams,0 days 01:25:20.715000,,1,,,,False,True,7
0 days 01:40:11.755000,SAI,55,0 days 00:01:15.870000,17.0,6.0,,,0 days 00:00:23.866000,0 days 00:00:26.319000,0 days 00:00:25.685000,0 days 01:39:19.751000,0 days 01:39:46.070000,0 days 01:40:11.755000,234.0,263.0,280.0,297.0,True,SOFT,5.0,False,Williams,0 days 01:38:55.885000,,1,,,,False,True,7
0 days 01:47:48.446000,SAI,55,0 days 00:01:15.432000,20.0,7.0,,,0 days 00:00:23.685000,0 days 00:00:26.222000,0 days 00:00:25.525000,0 days 01:46:56.699000,0 days 01:47:22.921000,0 days 01:47:48.446000,234.0,262.0,282.0,298.0,True,SOFT,2.0,True,Williams,0 days 01:46:33.014000,,1,,,,False,True,7
0 days 00:17:52.499000,ALB,23,0 days 00:01:16.164000,2.0,1.0,,,0 days 00:00:24.104000,0 days 00:00:26.368000,0 days 00:00:25.692000,0 days 00:17:00.439000,0 days 00:17:26.807000,0 days 00:17:52.499000,232.0,263.0,278.0,297.0,True,SOFT,2.0,True,Williams,0 days 00:16:36.335000,,1,,,,False,True,7
0 days 00:37:35.819000,ALB,23,0 days 00:01:16.123000,5.0,2.0,,,0 days 00:00:23.899000,0 days 00:00:26.488000,0 days 00:00:25.736000,0 days 00:36:43.595000,0 days 00:37:10.083000,0 days 00:37:35.819000,233.0,262.0,281.0,297.0,True,SOFT,5.0,False,Williams,0 days 00:36:19.696000,,1,,,,False,True,7
0 days 01:16:47.877000,ALB,23,0 days 00:01:16.362000,10.0,4.0,,,0 days 00:00:24.020000,0 days 00:00:26.198000,0 days 00:00:26.144000,0 days 01:15:55.535000,0 days 01:16:21.733000,0 days 01:16:47.877000,232.0,263.0,280.0,297.0,True,SOFT,4.0,False,Williams,0 days 01:15:31.515000,,1,,,,False,True,7
0 days 01:26:46.893000,ALB,23,0 days 00:01:15.521000,13.0,5.0,,,0 days 00:00:23.769000,0 days 00:00:26.249000,0 days 00:00:25.503000,0 days 01:25:55.141000,0 days 01:26:21.390000,0 days 01:26:46.893000,231.0,264.0,280.0,298.0,True,SOFT,2.0,True,Williams,0 days 01:25:31.372000,,1,,,,False,True,7
0 days 01:40:03.099000,ALB,23,0 days 00:01:16.200000,16.0,6.0,,,0 days 00:00:23.771000,0 days 00:00:26.324000,0 days 00:00:26.105000,0 days 01:39:10.670000,0 days 01:39:36.994000,0 days 01:40:03.099000,235.0,264.0,279.0,298.0,True,SOFT,5.0,False,Williams,0 days 01:38:46.899000,,1,,,,False,True,7
0 days 01:46:50.995000,ALB,23,0 days 00:01:15.473000,19.0,7.0,,,0 days 00:00:23.738000,0 days 00:00:26.159000,0 days 00:00:25.576000,0 days 01:45:59.260000,0 days 01:46:25.419000,0 days 01:46:50.995000,235.0,263.0,281.0,296.0,True,SOFT,2.0,True,Williams,0 days 01:45:35.522000,,1,,,,False,True,7
0 days 00:17:14.153000,STR,18,0 days 00:01:16.810000,2.0,1.0,,,0 days 00:00:24.342000,0 days 00:00:26.526000,0 days 00:00:25.942000,0 days 00:16:21.685000,0 days 00:16:48.211000,0 days 00:17:14.153000,228.0,262.0,280.0,299.0,True,SOFT,2.0,True,Aston Martin,0 days 00:15:57.343000,,1,,,,False,True,7
0 days 00:38:41.508000,STR,18,0 days 00:01:16.211000,5.0,2.0,,,0 days 00:00:23.962000,0 days 00:00:26.468000,0 days 00:00:25.781000,0 days 00:37:49.259000,0 days 00:38:15.727000,0 days 00:38:41.508000,231.0,262.0,282.0,297.0,True,SOFT,2.0,True,Aston Martin,0 days 00:37:25.297000,,1,,,,False,True,7
0 days 00:45:57.517000,STR,18,0 days 00:01:15.817000,8.0,3.0,,,0 days 00:00:24.096000,0 days 00:00:26.204000,0 days 00:00:25.517000,0 days 00:45:05.796000,0 days 00:45:32,0 days 00:45:57.517000,229.0,263.0,280.0,299.0,True,MEDIUM,2.0,True,Aston Martin,0 days 00:44:41.700000,,12,,,,False,True,7
0 days 01:15:22.499000,STR,18,0 days 00:01:16.150000,11.0,4.0,,,0 days 00:00:24.067000,0 days 00:00:26.267000,0 days 00:00:25.816000,0 days 01:14:30.416000,0 days 01:14:56.683000,0 days 01:15:22.499000,229.0,263.0,281.0,298.0,True,SOFT,2.0,True,Aston Martin,0 days 01:14:06.349000,,1,,,,False,True,7
0 days 01:27:22.478000,STR,18,0 days 00:01:15.497000,14.0,5.0,,,0 days 00:00:23.814000,0 days 00:00:26.153000,0 days 00:00:25.530000,0 days 01:26:30.795000,0 days 01:26:56.948000,0 days 01:27:22.478000,233.0,264.0,281.0,297.0,True,MEDIUM,2.0,True,Aston Martin,0 days 01:26:06.981000,,1,,,,False,True,7
0 days 01:38:15.886000,STR,18,0 days 00:01:15.767000,17.0,6.0,,,0 days 00:00:23.988000,0 days 00:00:26.187000,0 days 00:00:25.592000,0 days 01:37:24.107000,0 days 01:37:50.294000,0 days 01:38:15.886000,230.0,264.0,280.0,298.0,True,SOFT,2.0,True,Aston Martin,0 days 01:37:00.119000,,1,,,,False,True,7
0 days 01:46:38.627000,STR,18,0 days 00:01:15.581000,20.0,7.0,,,0 days 00:00:23.935000,0 days 00:00:26.218000,0 days 00:00:25.428000,0 days 01:45:46.981000,0 days 01:46:13.199000,0 days 01:46:38.627000,231.0,263.0,281.0,298.0,True,MEDIUM,5.0,False,Aston Martin,0 days 01:45:23.046000,,1,,,,False,True,7
0 days 00:37:20.698000,HAD,6,0 days 00:01:16.253000,3.0,2.0,,,0 days 00:00:24.145000,0 days 00:00:26.341000,0 days 00:00:25.767000,0 days 00:36:28.590000,0 days 00:36:54.931000,0 days 00:37:20.698000,230.0,263.0,281.0,300.0,True,SOFT,3.0,False,Racing Bulls,0 days 00:36:04.445000,,1,,,,False,True,7
0 days 01:15:55.309000,HAD,6,0 days 00:01:15.800000,8.0,4.0,,,0 days 00:00:24.043000,0 days 00:00:26.188000,0 days 00:00:25.569000,0 days 01:15:03.552000,0 days 01:15:29.740000,0 days 01:15:55.309000,232.0,263.0,283.0,300.0,True,SOFT,4.0,False,Racing Bulls,0 days 01:14:39.509000,,1,,,,False,True,7
0 days 01:25:29.790000,HAD,6,0 days 00:01:15.510000,11.0,5.0,,,0 days 00:00:24.050000,0 days 00:00:26.055000,0 days 00:00:25.405000,0 days 01:24:38.330000,0 days 01:25:04.385000,0 days 01:25:29.790000,232.0,263.0,283.0,300.0,True,SOFT,2.0,True,Racing Bulls,0 days 01:24:14.280000,,1,,,,False,True,7
0 days 01:38:38.574000,HAD,6,0 days 00:01:15.746000,14.0,6.0,,,0 days 00:00:24.003000,0 days 00:00:26.272000,0 days 00:00:25.471000,0 days 01:37:46.831000,0 days 01:38:13.103000,0 days 01:38:38.574000,230.0,264.0,281.0,300.0,True,SOFT,5.0,False,Racing Bulls,0 days 01:37:22.828000,,1,,,,False,True,7
0 days 00:38:30.186000,GAS,10,0 days 00:01:15.937000,2.0,1.0,,,0 days 00:00:24.091000,0 days 00:00:26.334000,0 days 00:00:25.512000,0 days 00:37:38.340000,0 days 00:38:04.674000,0 days 00:38:30.186000,229.0,262.0,285.0,301.0,True,SOFT,2.0,True,Alpine,0 days 00:37:14.249000,,1,,,,False,True,7
0 days 01:17:02.176000,GAS,10,0 days 00:01:16.361000,7.0,3.0,,,0 days 00:00:24.211000,0 days 00:00:26.429000,0 days 00:00:25.721000,0 days 01:16:10.026000,0 days 01:16:36.455000,0 days 01:17:02.176000,225.0,262.0,281.0,301.0,True,SOFT,5.0,False,Alpine,0 days 01:15:45.815000,,1,,,,False,True,7
0 days 01:27:10.009000,GAS,10,0 days 00:01:15.505000,10.0,4.0,,,0 days 00:00:23.957000,0 days 00:00:26.233000,0 days 00:00:25.315000,0 days 01:26:18.461000,0 days 01:26:44.694000,0 days 01:27:10.009000,231.0,263.0,283.0,302.0,True,SOFT,2.0,True,Alpine,0 days 01:25:54.504000,,1,,,,False,True,7
0 days 01:39:56.356000,GAS,10,0 days 00:01:16.222000,13.0,5.0,,,0 days 00:00:24.164000,0 days 00:00:26.310000,0 days 00:00:25.748000,0 days 01:39:04.298000,0 days 01:39:30.608000,0 days 01:39:56.356000,228.0,262.0,281.0,301.0,True,SOFT,4.0,False,Alpine,0 days 01:38:40.134000,,1,,,,False,True,7
0 days 01:47:43.936000,GAS,10,0 days 00:01:15.787000,16.0,6.0,,,0 days 00:00:23.800000,0 days 00:00:26.267000,0 days 00:00:25.720000,0 days 01:46:51.949000,0 days 01:47:18.216000,0 days 01:47:43.936000,233.0,263.0,281.0,301.0,True,SOFT,2.0,True,Alpine,0 days 01:46:28.149000,,1,,,,False,True,7
0 days 00:18:18.287000,LEC,16,0 days 00:01:16.524000,2.0,1.0,,,0 days 00:00:24.365000,0 days 00:00:26.469000,0 days 00:00:25.690000,0 days 00:17:26.128000,0 days 00:17:52.597000,0 days 00:18:18.287000,228.0,262.0,281.0,301.0,True,SOFT,2.0,True,Ferrari,0 days 00:17:01.763000,,1,,,,False,True,7
0 days 00:39:32.959000,LEC,16,0 days 00:01:16.108000,5.0,2.0,,,0 days 00:00:24.170000,0 days 00:00:26.488000,0 days 00:00:25.450000,0 days 00:38:41.021000,0 days 00:39:07.509000,0 days 00:39:32.959000,226.0,263.0,284.0,299.0,True,SOFT,5.0,False,Ferrari,0 days 00:38:16.851000,,1,,,,False,True,7
0 days 01:15:36.804000,LEC,16,0 days 00:01:15.604000,10.0,4.0,,,0 days 00:00:24.007000,0 days 00:00:26.208000,0 days 00:00:25.389000,0 days 01:14:45.207000,0 days 01:15:11.415000,0 days 01:15:36.804000,230.0,264.0,282.0,302.0,True,SOFT,4.0,False,Ferrari,0 days 01:14:21.200000,,1,,,,False,True,7
0 days 01:25:58.968000,LEC,16,0 days 00:01:15.736000,13.0,5.0,,,0 days 00:00:23.941000,0 days 00:00:26.183000,0 days 00:00:25.612000,0 days 01:25:07.173000,0 days 01:25:33.356000,0 days 01:25:58.968000,232.0,263.0,284.0,302.0,False,SOFT,2.0,True,Ferrari,0 days 01:24:43.232000,,1,,,,False,True,7
0 days 00:17:39.084000,HAM,44,0 days 00:01:16.258000,2.0,1.0,,,0 days 00:00:24.303000,0 days 00:00:26.304000,0 days 00:00:25.651000,0 days 00:16:47.129000,0 days 00:17:13.433000,0 days 00:17:39.084000,230.0,262.0,280.0,300.0,True,SOFT,2.0,True,Ferrari,0 days 00:16:22.826000,,1,,,,False,True,7
0 days 00:39:43.509000,HAM,44,0 days 00:01:16.163000,5.0,2.0,,,0 days 00:00:24.039000,0 days 00:00:26.595000,0 days 00:00:25.529000,0 days 00:38:51.385000,0 days 00:39:17.980000,0 days 00:39:43.509000,229.0,261.0,283.0,300.0,True,SOFT,5.0,False,Ferrari,0 days 00:38:27.346000,,1,,,,False,True,7
0 days 01:15:44.678000,HAM,44,0 days 00:01:15.765000,10.0,4.0,,,0 days 00:00:24.132000,0 days 00:00:26.188000,0 days 00:00:25.445000,0 days 01:14:53.045000,0 days 01:15:19.233000,0 days 01:15:44.678000,229.0,262.0,281.0,301.0,True,SOFT,4.0,False,Ferrari,0 days 01:14:28.913000,,1,,,,False,True,7
0 days 01:25:50,HAM,44,0 days 00:01:16.011000,13.0,5.0,,,0 days 00:00:24.072000,0 days 00:00:26.380000,0 days 00:00:25.559000,0 days 01:24:58.061000,0 days 01:25:24.441000,0 days 01:25:50,231.0,260.0,280.0,300.0,False,SOFT,2.0,True,Ferrari,0 days 01:24:33.989000,,1,,,,False,True,7
0 days 00:38:59.076000,ANT,12,0 days 00:01:15.943000,3.0,2.0,,,0 days 00:00:24.165000,0 days 00:00:26.184000,0 days 00:00:25.594000,0 days 00:38:07.298000,0 days 00:38:33.482000,0 days 00:38:59.076000,225.0,262.0,281.0,296.0,True,SOFT,3.0,False,Mercedes,0 days 00:37:43.133000,,1,,,,False,True,7
0 days 00:45:26.405000,ANT,12,0 days 00:01:15.990000,6.0,3.0,,,0 days 00:00:24.180000,0 days 00:00:26.091000,0 days 00:00:25.719000,0 days 00:44:34.595000,0 days 00:45:00.686000,0 days 00:45:26.405000,229.0,263.0,282.0,298.0,False,SOFT,2.0,True,Mercedes,0 days 00:44:10.415000,,1,,,,False,True,7
0 days 01:16:17.112000,ANT,12,0 days 00:01:16.122000,9.0,4.0,,,0 days 00:00:24.204000,0 days 00:00:26.196000,0 days 00:00:25.722000,0 days 01:15:25.194000,0 days 01:15:51.390000,0 days 01:16:17.112000,228.0,261.0,279.0,298.0,True,SOFT,6.0,False,Mercedes,0 days 01:15:00.990000,,1,,,,False,True,7
0 days 01:25:44.148000,ANT,12,0 days 00:01:15.772000,12.0,5.0,,,0 days 00:00:24.012000,0 days 00:00:26.168000,0 days 00:00:25.592000,0 days 01:24:52.388000,0 days 01:25:18.556000,0 days 01:25:44.148000,231.0,261.0,279.0,297.0,True,SOFT,2.0,True,Mercedes,0 days 01:24:28.376000,,1,,,,False,True,7
0 days 00:16:41.272000,BOR,5,0 days 00:01:16.698000,2.0,1.0,,,0 days 00:00:24.231000,0 days 00:00:26.722000,0 days 00:00:25.745000,0 days 00:15:48.805000,0 days 00:16:15.527000,0 days 00:16:41.272000,233.0,262.0,280.0,299.0,True,SOFT,2.0,True,Kick Sauber,0 days 00:15:24.574000,,1,,,,False,True,7
0 days 00:36:55.924000,BOR,5,0 days 00:01:16.670000,5.0,2.0,,,0 days 00:00:24.238000,0 days 00:00:26.537000,0 days 00:00:25.895000,0 days 00:36:03.492000,0 days 00:36:30.029000,0 days 00:36:55.924000,230.0,261.0,282.0,300.0,True,SOFT,5.0,False,Kick Sauber,0 days 00:35:39.254000,,1,,,,False,True,7
0 days 00:45:00.722000,BOR,5,0 days 00:01:16.340000,8.0,3.0,,,0 days 00:00:24.002000,0 days 00:00:26.483000,0 days 00:00:25.855000,0 days 00:44:08.384000,0 days 00:44:34.867000,0 days 00:45:00.722000,234.0,262.0,276.0,299.0,True,SOFT,2.0,True,Kick Sauber,0 days 00:43:44.382000,,1,,,,False,True,7
0 days 01:14:27.633000,BOR,5,0 days 00:01:16.683000,11.0,4.0,,,0 days 00:00:24.293000,0 days 00:00:26.581000,0 days 00:00:25.809000,0 days 01:13:35.243000,0 days 01:14:01.824000,0 days 01:14:27.633000,230.0,262.0,279.0,298.0,True,SOFT,5.0,False,Kick Sauber,0 days 01:13:10.950000,,1,,,,False,True,7
0 days 01:25:19.808000,BOR,5,0 days 00:01:16.260000,14.0,5.0,,,0 days 00:00:24.182000,0 days 00:00:26.389000,0 days 00:00:25.689000,0 days 01:24:27.730000,0 days 01:24:54.119000,0 days 01:25:19.808000,231.0,260.0,281.0,297.0,True,SOFT,2.0,True,Kick Sauber,0 days 01:24:03.548000,,1,,,,False,True,7
0 days 00:36:41.024000,COL,43,0 days 00:01:16.256000,2.0,1.0,,,0 days 00:00:24.160000,0 days 00:00:26.391000,0 days 00:00:25.705000,0 days 00:35:48.928000,0 days 00:36:15.319000,0 days 00:36:41.024000,230.0,263.0,281.0,303.0,True,SOFT,2.0,True,Alpine,0 days 00:35:24.768000,,1,,,,False,True,7
0 days 00:37:09.418000,LAW,30,0 days 00:01:16.379000,3.0,2.0,,,0 days 00:00:24.297000,0 days 00:00:26.369000,0 days 00:00:25.713000,0 days 00:36:17.336000,0 days 00:36:43.705000,0 days 00:37:09.418000,227.0,261.0,280.0,298.0,True,SOFT,3.0,False,Racing Bulls,0 days 00:35:53.039000,,1,,,,False,True,7
