Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,RoundNumber
0 days 00:44:45.272000,DOO,7,0 days 00:01:16.995000,11.0,3.0,,,0 days 00:00:26.588000,0 days 00:00:17.170000,0 days 00:00:33.237000,0 days 00:43:54.865000,0 days 00:44:12.035000,0 days 00:44:45.272000,287.0,325.0,306.0,324.0,True,SOFT,5.0,False,Alpine,0 days 00:43:28.277000,,1,,,,False,True,1
0 days 00:52:19.892000,DOO,7,0 days 00:01:16.863000,14.0,4.0,,,0 days 00:00:26.270000,0 days 00:00:17.177000,0 days 00:00:33.416000,0 days 00:51:29.299000,0 days 00:51:46.476000,0 days 00:52:19.892000,288.0,328.0,310.0,327.0,True,SOFT,2.0,True,Alpine,0 days 00:51:03.029000,,12,,,,False,True,1
0 days 00:20:11.310000,BOR,5,0 days 00:01:16.771000,4.0,2.0,,,0 days 00:00:26.423000,0 days 00:00:17.272000,0 days 00:00:33.076000,0 days 00:19:20.962000,0 days 00:19:38.234000,0 days 00:20:11.310000,289.0,326.0,302.0,326.0,True,SOFT,2.0,True,Kick Sauber,0 days 00:18:54.539000,,1,,,,False,True,1
0 days 00:31:31.399000,BOR,5,0 days 00:01:16.516000,7.0,3.0,,,0 days 00:00:26.495000,0 days 00:00:17.220000,0 days 00:00:32.801000,0 days 00:30:41.378000,0 days 00:30:58.598000,0 days 00:31:31.399000,289.0,327.0,306.0,325.0,True,SOFT,2.0,True,Kick Sauber,0 days 00:30:14.883000,,1,,,,False,True,1
0 days 00:44:56.903000,BOR,5,0 days 00:01:17.520000,10.0,4.0,,,0 days 00:00:26.577000,0 days 00:00:17.331000,0 days 00:00:33.612000,0 days 00:44:05.960000,0 days 00:44:23.291000,0 days 00:44:56.903000,289.0,327.0,305.0,325.0,True,SOFT,5.0,False,Kick Sauber,0 days 00:43:39.383000,,1,,,,False,True,1
0 days 00:17:37.989000,ANT,12,0 days 00:01:17.449000,2.0,1.0,,,0 days 00:00:26.892000,0 days 00:00:17.476000,0 days 00:00:33.081000,0 days 00:16:47.432000,0 days 00:17:04.908000,0 days 00:17:37.989000,283.0,323.0,309.0,324.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:16:20.540000,,1,,,,False,True,1
0 days 00:24:56.915000,ANT,12,0 days 00:01:16.766000,5.0,2.0,,,0 days 00:00:26.585000,0 days 00:00:17.427000,0 days 00:00:32.754000,0 days 00:24:06.734000,0 days 00:24:24.161000,0 days 00:24:56.915000,289.0,320.0,306.0,325.0,True,SOFT,2.0,True,Mercedes,0 days 00:23:40.149000,,12,,,,False,True,1
0 days 00:29:44.974000,ANT,12,0 days 00:01:16.525000,8.0,2.0,,,0 days 00:00:26.443000,0 days 00:00:17.166000,0 days 00:00:32.916000,0 days 00:28:54.892000,0 days 00:29:12.058000,0 days 00:29:44.974000,290.0,325.0,309.0,324.0,True,SOFT,5.0,True,Mercedes,0 days 00:28:28.449000,,1,,,,False,True,1
0 days 00:16:13.446000,HUL,27,0 days 00:01:16.925000,2.0,1.0,,,0 days 00:00:26.605000,0 days 00:00:17.309000,0 days 00:00:33.011000,0 days 00:15:23.126000,0 days 00:15:40.435000,0 days 00:16:13.446000,289.0,328.0,307.0,323.0,True,SOFT,2.0,True,Kick Sauber,0 days 00:14:56.521000,,1,,,,False,True,1
0 days 00:31:17.751000,HUL,27,0 days 00:01:16.579000,8.0,3.0,,,0 days 00:00:26.656000,0 days 00:00:17.201000,0 days 00:00:32.722000,0 days 00:30:27.828000,0 days 00:30:45.029000,0 days 00:31:17.751000,288.0,328.0,302.0,327.0,True,SOFT,2.0,True,Kick Sauber,0 days 00:30:01.172000,,1,,,,False,True,1
0 days 00:16:50.175000,LAW,30,0 days 00:01:17.094000,2.0,1.0,,,0 days 00:00:26.819000,0 days 00:00:17.362000,0 days 00:00:32.913000,0 days 00:15:59.900000,0 days 00:16:17.262000,0 days 00:16:50.175000,291.0,329.0,307.0,327.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:15:33.081000,,1,,,,False,True,1
0 days 00:15:26.930000,OCO,31,0 days 00:01:17.517000,2.0,1.0,,,0 days 00:00:27.066000,0 days 00:00:17.337000,0 days 00:00:33.114000,0 days 00:14:36.479000,0 days 00:14:53.816000,0 days 00:15:26.930000,288.0,323.0,303.0,315.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:14:09.413000,,1,,,,False,True,1
0 days 00:22:25.425000,OCO,31,0 days 00:01:17.147000,5.0,2.0,,,0 days 00:00:26.686000,0 days 00:00:17.206000,0 days 00:00:33.255000,0 days 00:21:34.964000,0 days 00:21:52.170000,0 days 00:22:25.425000,288.0,327.0,307.0,322.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:21:08.278000,,1,,,,False,True,1
0 days 00:30:33.159000,OCO,31,0 days 00:01:17.686000,8.0,3.0,,,0 days 00:00:26.678000,0 days 00:00:17.331000,0 days 00:00:33.677000,0 days 00:29:42.151000,0 days 00:29:59.482000,0 days 00:30:33.159000,288.0,315.0,304.0,319.0,False,SOFT,2.0,True,Haas F1 Team,0 days 00:29:15.473000,,1,,,,False,True,1
0 days 00:18:36.649000,PIA,81,0 days 00:01:31.591000,2.0,1.0,,,0 days 00:00:24.176000,0 days 00:00:27.442000,0 days 00:00:39.973000,0 days 00:17:29.234000,0 days 00:17:56.676000,0 days 00:18:36.649000,282.0,276.0,268.0,330.0,True,SOFT,7.0,False,McLaren,0 days 00:17:05.058000,,21,,,,False,True,2
0 days 00:25:43.565000,PIA,81,0 days 00:01:31.927000,5.0,2.0,,,0 days 00:00:24.252000,0 days 00:00:27.538000,0 days 00:00:40.137000,0 days 00:24:35.890000,0 days 00:25:03.428000,0 days 00:25:43.565000,283.0,277.0,270.0,328.0,False,SOFT,2.0,True,McLaren,0 days 00:24:11.638000,,1,,,,False,True,2
0 days 00:43:47.163000,PIA,81,0 days 00:01:31.200000,10.0,3.0,,,0 days 00:00:24.219000,0 days 00:00:27.341000,0 days 00:00:39.640000,0 days 00:42:40.182000,0 days 00:43:07.523000,0 days 00:43:47.163000,285.0,279.0,271.0,328.0,True,SOFT,2.0,True,McLaren,0 days 00:42:15.963000,,1,,,,False,True,2
0 days 00:51:53.232000,PIA,81,0 days 00:01:31.245000,13.0,4.0,,,0 days 00:00:24.103000,0 days 00:00:27.315000,0 days 00:00:39.827000,0 days 00:50:46.090000,0 days 00:51:13.405000,0 days 00:51:53.232000,285.0,278.0,274.0,330.0,False,SOFT,5.0,False,McLaren,0 days 00:50:21.987000,,1,,,,False,True,2
0 days 01:05:03.516000,PIA,81,0 days 00:01:30.703000,16.0,5.0,,,0 days 00:00:23.984000,0 days 00:00:27.163000,0 days 00:00:39.556000,0 days 01:03:56.797000,0 days 01:04:23.960000,0 days 01:05:03.516000,283.0,279.0,271.0,327.0,True,SOFT,2.0,True,McLaren,0 days 01:03:32.813000,,1,,,,False,True,2
0 days 01:13:05.010000,PIA,81,0 days 00:01:30.641000,19.0,6.0,,,0 days 00:00:23.996000,0 days 00:00:27.227000,0 days 00:00:39.418000,0 days 01:11:58.365000,0 days 01:12:25.592000,0 days 01:13:05.010000,284.0,278.0,272.0,329.0,True,SOFT,2.0,True,McLaren,0 days 01:11:34.369000,,1,,,,False,True,2
0 days 00:19:40.893000,RUS,63,0 days 00:01:32.082000,2.0,1.0,,,0 days 00:00:24.429000,0 days 00:00:27.411000,0 days 00:00:40.242000,0 days 00:18:33.240000,0 days 00:19:00.651000,0 days 00:19:40.893000,283.0,277.0,270.0,332.0,True,SOFT,5.0,False,Mercedes,0 days 00:18:08.811000,,1,,,,False,True,2
0 days 00:25:37.274000,RUS,63,0 days 00:01:32.022000,5.0,2.0,,,0 days 00:00:24.330000,0 days 00:00:27.553000,0 days 00:00:40.139000,0 days 00:24:29.582000,0 days 00:24:57.135000,0 days 00:25:37.274000,285.0,279.0,271.0,333.0,True,SOFT,2.0,True,Mercedes,0 days 00:24:05.252000,,1,,,,False,True,2
0 days 00:31:42.896000,RUS,63,0 days 00:01:31.295000,8.0,2.0,,,0 days 00:00:24.187000,0 days 00:00:27.368000,0 days 00:00:39.740000,0 days 00:30:35.788000,0 days 00:31:03.156000,0 days 00:31:42.896000,285.0,279.0,271.0,332.0,True,SOFT,5.0,True,Mercedes,0 days 00:30:11.601000,,1,,,,False,True,2
0 days 00:42:58.192000,RUS,63,0 days 00:01:31.307000,11.0,3.0,,,0 days 00:00:24.264000,0 days 00:00:27.412000,0 days 00:00:39.631000,0 days 00:41:51.149000,0 days 00:42:18.561000,0 days 00:42:58.192000,286.0,280.0,274.0,338.0,True,SOFT,5.0,False,Mercedes,0 days 00:41:26.885000,,1,,,,False,True,2
0 days 00:51:17.776000,RUS,63,0 days 00:01:31.334000,14.0,4.0,,,0 days 00:00:24.215000,0 days 00:00:27.322000,0 days 00:00:39.797000,0 days 00:50:10.657000,0 days 00:50:37.979000,0 days 00:51:17.776000,286.0,279.0,273.0,332.0,False,SOFT,2.0,True,Mercedes,0 days 00:49:46.442000,,1,,,,False,True,2
0 days 01:06:14.143000,RUS,63,0 days 00:01:30.984000,18.0,5.0,,,0 days 00:00:24.207000,0 days 00:00:27.269000,0 days 00:00:39.508000,0 days 01:05:07.366000,0 days 01:05:34.635000,0 days 01:06:14.143000,284.0,280.0,274.0,332.0,True,SOFT,3.0,True,Mercedes,0 days 01:04:43.159000,,1,,,,False,True,2
0 days 01:13:46.450000,RUS,63,0 days 00:01:30.723000,21.0,6.0,,,0 days 00:00:24.068000,0 days 00:00:27.221000,0 days 00:00:39.434000,0 days 01:12:39.795000,0 days 01:13:07.016000,0 days 01:13:46.450000,286.0,280.0,272.0,334.0,True,SOFT,2.0,True,Mercedes,0 days 01:12:15.727000,,1,,,,False,True,2
0 days 00:18:07.191000,NOR,4,0 days 00:01:32.036000,2.0,1.0,,,0 days 00:00:24.199000,0 days 00:00:27.918000,0 days 00:00:39.919000,0 days 00:16:59.354000,0 days 00:17:27.272000,0 days 00:18:07.191000,282.0,275.0,270.0,332.0,True,SOFT,6.0,False,McLaren,0 days 00:16:35.155000,,12,,,,False,True,2
0 days 00:25:54.244000,NOR,4,0 days 00:01:31.933000,5.0,2.0,,,0 days 00:00:24.012000,0 days 00:00:27.779000,0 days 00:00:40.142000,0 days 00:24:46.323000,0 days 00:25:14.102000,0 days 00:25:54.244000,284.0,276.0,265.0,327.0,True,SOFT,2.0,True,McLaren,0 days 00:24:22.311000,,1,,,,False,True,2
0 days 00:31:55.630000,NOR,4,0 days 00:01:30.983000,8.0,2.0,,,0 days 00:00:23.966000,0 days 00:00:27.348000,0 days 00:00:39.669000,0 days 00:30:48.613000,0 days 00:31:15.961000,0 days 00:31:55.630000,283.0,277.0,274.0,326.0,True,SOFT,5.0,True,McLaren,0 days 00:30:24.647000,,1,,,,False,True,2
0 days 00:43:58.208000,NOR,4,0 days 00:01:30.787000,11.0,3.0,,,0 days 00:00:23.954000,0 days 00:00:27.257000,0 days 00:00:39.576000,0 days 00:42:51.375000,0 days 00:43:18.632000,0 days 00:43:58.208000,284.0,278.0,273.0,328.0,True,SOFT,2.0,True,McLaren,0 days 00:42:27.421000,,1,,,,False,True,2
0 days 01:05:37.083000,NOR,4,0 days 00:01:30.793000,14.0,4.0,,,0 days 00:00:24.030000,0 days 00:00:27.328000,0 days 00:00:39.435000,0 days 01:04:30.320000,0 days 01:04:57.648000,0 days 01:05:37.083000,283.0,278.0,272.0,327.0,True,SOFT,2.0,True,McLaren,0 days 01:04:06.290000,,1,,,,False,True,2
0 days 00:21:08.716000,VER,1,0 days 00:01:31.424000,2.0,1.0,,,0 days 00:00:24.256000,0 days 00:00:27.505000,0 days 00:00:39.663000,0 days 00:20:01.548000,0 days 00:20:29.053000,0 days 00:21:08.716000,284.0,277.0,269.0,335.0,True,SOFT,4.0,False,Red Bull Racing,0 days 00:19:37.292000,,1,,,,False,True,2
0 days 00:44:40.196000,VER,1,0 days 00:01:31.234000,5.0,2.0,,,0 days 00:00:24.033000,0 days 00:00:27.446000,0 days 00:00:39.755000,0 days 00:43:32.995000,0 days 00:44:00.441000,0 days 00:44:40.196000,285.0,278.0,268.0,332.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:43:08.962000,,1,,,,False,True,2
0 days 00:51:38.395000,VER,1,0 days 00:01:31.142000,8.0,3.0,,,0 days 00:00:24.168000,0 days 00:00:27.318000,0 days 00:00:39.656000,0 days 00:50:31.421000,0 days 00:50:58.739000,0 days 00:51:38.395000,285.0,278.0,274.0,339.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:50:07.253000,,1,,,,False,True,2
0 days 01:04:23.826000,VER,1,0 days 00:01:30.925000,11.0,4.0,,,0 days 00:00:24.164000,0 days 00:00:27.238000,0 days 00:00:39.523000,0 days 01:03:17.065000,0 days 01:03:44.303000,0 days 01:04:23.826000,286.0,279.0,268.0,332.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:02:52.901000,,1,,,,False,True,2
0 days 01:12:31.500000,VER,1,0 days 00:01:30.817000,14.0,5.0,,,0 days 00:00:23.945000,0 days 00:00:27.313000,0 days 00:00:39.559000,0 days 01:11:24.628000,0 days 01:11:51.941000,0 days 01:12:31.500000,286.0,278.0,272.0,334.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:11:00.683000,,1,,,,False,True,2
0 days 00:18:28.604000,HAM,44,0 days 00:01:31.690000,2.0,1.0,,,0 days 00:00:24.186000,0 days 00:00:27.430000,0 days 00:00:40.074000,0 days 00:17:21.100000,0 days 00:17:48.530000,0 days 00:18:28.604000,285.0,278.0,264.0,332.0,True,SOFT,5.0,False,Ferrari,0 days 00:16:56.914000,,12,,,,False,True,2
0 days 00:25:24.444000,HAM,44,0 days 00:01:36.706000,5.0,2.0,,,0 days 00:00:24.959000,0 days 00:00:27.656000,0 days 00:00:44.091000,0 days 00:24:12.697000,0 days 00:24:40.353000,0 days 00:25:24.444000,286.0,280.0,134.0,330.0,False,SOFT,2.0,True,Ferrari,0 days 00:23:47.738000,,1,,,,False,True,2
0 days 00:31:15.926000,HAM,44,0 days 00:01:31.738000,8.0,2.0,,,0 days 00:00:24.313000,0 days 00:00:27.435000,0 days 00:00:39.990000,0 days 00:30:08.501000,0 days 00:30:35.936000,0 days 00:31:15.926000,287.0,280.0,270.0,331.0,False,SOFT,5.0,True,Ferrari,0 days 00:29:44.188000,,1,,,,False,True,2
0 days 00:44:08.190000,HAM,44,0 days 00:01:31.617000,11.0,3.0,,,0 days 00:00:24.383000,0 days 00:00:27.361000,0 days 00:00:39.873000,0 days 00:43:00.956000,0 days 00:43:28.317000,0 days 00:44:08.190000,287.0,281.0,270.0,329.0,True,SOFT,8.0,False,Ferrari,0 days 00:42:36.573000,,1,,,,False,True,2
0 days 00:52:03.935000,HAM,44,0 days 00:01:31.501000,14.0,4.0,,,0 days 00:00:24.304000,0 days 00:00:27.252000,0 days 00:00:39.945000,0 days 00:50:56.738000,0 days 00:51:23.990000,0 days 00:52:03.935000,287.0,280.0,269.0,332.0,True,SOFT,2.0,True,Ferrari,0 days 00:50:32.434000,,1,,,,False,True,2
0 days 01:05:18.565000,HAM,44,0 days 00:01:30.927000,17.0,5.0,,,0 days 00:00:24.148000,0 days 00:00:27.175000,0 days 00:00:39.604000,0 days 01:04:11.786000,0 days 01:04:38.961000,0 days 01:05:18.565000,287.0,281.0,270.0,330.0,True,SOFT,2.0,True,Ferrari,0 days 01:03:47.638000,,1,,,,False,True,2
0 days 01:12:56.332000,HAM,44,0 days 00:01:31.141000,20.0,6.0,,,0 days 00:00:24.070000,0 days 00:00:27.313000,0 days 00:00:39.758000,0 days 01:11:49.261000,0 days 01:12:16.574000,0 days 01:12:56.332000,287.0,279.0,271.0,333.0,False,SOFT,2.0,True,Ferrari,0 days 01:11:25.191000,,1,,,,False,True,2
0 days 00:18:23.443000,LEC,16,0 days 00:01:32.840000,2.0,1.0,,,0 days 00:00:24.389000,0 days 00:00:27.598000,0 days 00:00:40.853000,0 days 00:17:14.992000,0 days 00:17:42.590000,0 days 00:18:23.443000,285.0,276.0,271.0,335.0,True,SOFT,5.0,False,Ferrari,0 days 00:16:50.603000,,12,,,,False,True,2
0 days 00:25:31.602000,LEC,16,0 days 00:01:32.058000,5.0,2.0,,,0 days 00:00:24.434000,0 days 00:00:27.786000,0 days 00:00:39.838000,0 days 00:24:23.978000,0 days 00:24:51.764000,0 days 00:25:31.602000,286.0,280.0,273.0,332.0,True,SOFT,2.0,True,Ferrari,0 days 00:23:59.544000,,1,,,,False,True,2
0 days 00:31:25.476000,LEC,16,0 days 00:01:31.579000,8.0,2.0,,,0 days 00:00:24.339000,0 days 00:00:27.514000,0 days 00:00:39.726000,0 days 00:30:18.236000,0 days 00:30:45.750000,0 days 00:31:25.476000,286.0,280.0,274.0,332.0,True,SOFT,5.0,True,Ferrari,0 days 00:29:53.897000,,1,,,,False,True,2
0 days 00:44:26.431000,LEC,16,0 days 00:01:31.639000,11.0,3.0,,,0 days 00:00:24.251000,0 days 00:00:27.663000,0 days 00:00:39.725000,0 days 00:43:19.043000,0 days 00:43:46.706000,0 days 00:44:26.431000,287.0,281.0,274.0,330.0,True,SOFT,8.0,False,Ferrari,0 days 00:42:54.792000,,1,,,,False,True,2
0 days 00:52:19.992000,LEC,16,0 days 00:01:31.450000,14.0,4.0,,,0 days 00:00:24.205000,0 days 00:00:27.415000,0 days 00:00:39.830000,0 days 00:51:12.747000,0 days 00:51:40.162000,0 days 00:52:19.992000,288.0,281.0,269.0,332.0,True,SOFT,2.0,True,Ferrari,0 days 00:50:48.542000,,1,,,,False,True,2
0 days 01:05:29.989000,LEC,16,0 days 00:01:31.040000,17.0,5.0,,,0 days 00:00:24.128000,0 days 00:00:27.320000,0 days 00:00:39.592000,0 days 01:04:23.077000,0 days 01:04:50.397000,0 days 01:05:29.989000,287.0,281.0,272.0,331.0,True,SOFT,2.0,True,Ferrari,0 days 01:03:58.949000,,1,,,,False,True,2
0 days 01:13:33.244000,LEC,16,0 days 00:01:31.021000,20.0,6.0,,,0 days 00:00:24.094000,0 days 00:00:27.355000,0 days 00:00:39.572000,0 days 01:12:26.317000,0 days 01:12:53.672000,0 days 01:13:33.244000,286.0,281.0,272.0,332.0,True,SOFT,2.0,True,Ferrari,0 days 01:12:02.223000,,1,,,,False,True,2
0 days 00:22:15.563000,HAD,6,0 days 00:01:31.824000,4.0,2.0,,,0 days 00:00:24.497000,0 days 00:00:27.383000,0 days 00:00:39.944000,0 days 00:21:08.236000,0 days 00:21:35.619000,0 days 00:22:15.563000,284.0,277.0,269.0,330.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:20:43.739000,,1,,,,False,True,2
0 days 00:31:49.388000,HAD,6,0 days 00:01:31.162000,7.0,3.0,,,0 days 00:00:24.234000,0 days 00:00:27.268000,0 days 00:00:39.660000,0 days 00:30:42.460000,0 days 00:31:09.728000,0 days 00:31:49.388000,284.0,278.0,270.0,330.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:30:18.226000,,1,,,,False,True,2
0 days 00:43:16.825000,HAD,6,0 days 00:01:31.832000,10.0,4.0,,,0 days 00:00:24.286000,0 days 00:00:27.754000,0 days 00:00:39.792000,0 days 00:42:09.279000,0 days 00:42:37.033000,0 days 00:43:16.825000,284.0,275.0,271.0,329.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:41:44.993000,,1,,,,False,True,2
0 days 00:52:39.052000,HAD,6,0 days 00:01:31.253000,13.0,5.0,,,0 days 00:00:24.127000,0 days 00:00:27.254000,0 days 00:00:39.872000,0 days 00:51:31.926000,0 days 00:51:59.180000,0 days 00:52:39.052000,285.0,278.0,271.0,330.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:51:07.799000,,1,,,,False,True,2
0 days 01:04:40.372000,HAD,6,0 days 00:01:31.448000,16.0,6.0,,,0 days 00:00:24.287000,0 days 00:00:27.315000,0 days 00:00:39.846000,0 days 01:03:33.211000,0 days 01:04:00.526000,0 days 01:04:40.372000,285.0,278.0,269.0,329.0,True,SOFT,5.0,False,Racing Bulls,0 days 01:03:08.924000,,1,,,,False,True,2
0 days 01:12:38.622000,HAD,6,0 days 00:01:31.079000,19.0,7.0,,,0 days 00:00:24.160000,0 days 00:00:27.213000,0 days 00:00:39.706000,0 days 01:11:31.703000,0 days 01:11:58.916000,0 days 01:12:38.622000,284.0,277.0,270.0,331.0,True,SOFT,2.0,True,Racing Bulls,0 days 01:11:07.543000,,1,,,,False,True,2
0 days 00:19:27.200000,ANT,12,0 days 00:01:32.250000,2.0,1.0,,,0 days 00:00:24.419000,0 days 00:00:27.715000,0 days 00:00:40.116000,0 days 00:18:19.369000,0 days 00:18:47.084000,0 days 00:19:27.200000,283.0,277.0,265.0,332.0,True,SOFT,5.0,False,Mercedes,0 days 00:17:54.950000,,1,,,,False,True,2
0 days 00:26:01.750000,ANT,12,0 days 00:01:31.676000,5.0,2.0,,,0 days 00:00:24.179000,0 days 00:00:27.690000,0 days 00:00:39.807000,0 days 00:24:54.253000,0 days 00:25:21.943000,0 days 00:26:01.750000,285.0,277.0,270.0,332.0,True,SOFT,2.0,True,Mercedes,0 days 00:24:30.074000,,1,,,,False,True,2
0 days 00:32:13.216000,ANT,12,0 days 00:01:31.913000,8.0,2.0,,,0 days 00:00:24.272000,0 days 00:00:27.979000,0 days 00:00:39.662000,0 days 00:31:05.575000,0 days 00:31:33.554000,0 days 00:32:13.216000,284.0,277.0,271.0,332.0,False,SOFT,5.0,True,Mercedes,0 days 00:30:41.303000,,1,,,,False,True,2
0 days 00:42:52.354000,ANT,12,0 days 00:01:31.590000,11.0,3.0,,,0 days 00:00:24.271000,0 days 00:00:27.630000,0 days 00:00:39.689000,0 days 00:41:45.035000,0 days 00:42:12.665000,0 days 00:42:52.354000,287.0,280.0,272.0,332.0,True,SOFT,5.0,False,Mercedes,0 days 00:41:20.764000,,1,,,,False,True,2
0 days 00:53:08.462000,ANT,12,0 days 00:01:31.595000,15.0,4.0,,,0 days 00:00:24.241000,0 days 00:00:27.510000,0 days 00:00:39.844000,0 days 00:52:01.108000,0 days 00:52:28.618000,0 days 00:53:08.462000,285.0,280.0,272.0,333.0,False,SOFT,3.0,True,Mercedes,0 days 00:51:36.867000,,1,,,,False,True,2
0 days 01:04:31.203000,ANT,12,0 days 00:01:31.685000,18.0,5.0,,,0 days 00:00:24.267000,0 days 00:00:27.517000,0 days 00:00:39.901000,0 days 01:03:23.785000,0 days 01:03:51.302000,0 days 01:04:31.203000,285.0,280.0,262.0,332.0,True,SOFT,2.0,True,Mercedes,0 days 01:02:59.518000,,1,,,,False,True,2
0 days 01:12:21.899000,ANT,12,0 days 00:01:31.103000,21.0,6.0,,,0 days 00:00:24.176000,0 days 00:00:27.301000,0 days 00:00:39.626000,0 days 01:11:14.972000,0 days 01:11:42.273000,0 days 01:12:21.899000,285.0,280.0,271.0,333.0,True,SOFT,2.0,True,Mercedes,0 days 01:10:50.796000,,1,,,,False,True,2
0 days 00:22:41.322000,TSU,22,0 days 00:01:31.698000,4.0,2.0,,,0 days 00:00:24.312000,0 days 00:00:27.429000,0 days 00:00:39.957000,0 days 00:21:33.936000,0 days 00:22:01.365000,0 days 00:22:41.322000,284.0,278.0,270.0,330.0,True,SOFT,5.0,False,Racing Bulls,0 days 00:21:09.624000,,1,,,,False,True,2
0 days 00:31:31.382000,TSU,22,0 days 00:01:31.238000,7.0,3.0,,,0 days 00:00:24.276000,0 days 00:00:27.203000,0 days 00:00:39.759000,0 days 00:30:24.420000,0 days 00:30:51.623000,0 days 00:31:31.382000,284.0,278.0,272.0,331.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:30:00.144000,,1,,,,False,True,2
0 days 00:43:39.561000,TSU,22,0 days 00:01:31.425000,10.0,4.0,,,0 days 00:00:24.205000,0 days 00:00:27.390000,0 days 00:00:39.830000,0 days 00:42:32.341000,0 days 00:42:59.731000,0 days 00:43:39.561000,284.0,279.0,270.0,331.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:42:08.136000,,1,,,,False,True,2
0 days 00:52:52.651000,TSU,22,0 days 00:01:31.260000,13.0,5.0,,,0 days 00:00:24.171000,0 days 00:00:27.269000,0 days 00:00:39.820000,0 days 00:51:45.562000,0 days 00:52:12.831000,0 days 00:52:52.651000,285.0,279.0,273.0,331.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:51:21.391000,,1,,,,False,True,2
0 days 01:04:49.296000,TSU,22,0 days 00:01:31.638000,16.0,6.0,,,0 days 00:00:24.280000,0 days 00:00:27.527000,0 days 00:00:39.831000,0 days 01:03:41.938000,0 days 01:04:09.465000,0 days 01:04:49.296000,285.0,278.0,272.0,331.0,True,SOFT,5.0,False,Racing Bulls,0 days 01:03:17.658000,,1,,,,False,True,2
0 days 00:23:04.986000,ALB,23,0 days 00:01:31.970000,4.0,2.0,,,0 days 00:00:24.529000,0 days 00:00:27.582000,0 days 00:00:39.859000,0 days 00:21:57.545000,0 days 00:22:25.127000,0 days 00:23:04.986000,283.0,278.0,272.0,329.0,True,SOFT,2.0,True,Williams,0 days 00:21:33.016000,,1,,,,False,True,2
0 days 00:32:06.786000,ALB,23,0 days 00:01:31.503000,7.0,3.0,,,0 days 00:00:24.237000,0 days 00:00:27.477000,0 days 00:00:39.789000,0 days 00:30:59.520000,0 days 00:31:26.997000,0 days 00:32:06.786000,284.0,278.0,273.0,330.0,True,SOFT,2.0,True,Williams,0 days 00:30:35.283000,,1,,,,False,True,2
0 days 00:44:33.407000,ALB,23,0 days 00:01:31.621000,10.0,4.0,,,0 days 00:00:24.170000,0 days 00:00:27.647000,0 days 00:00:39.804000,0 days 00:43:25.956000,0 days 00:43:53.603000,0 days 00:44:33.407000,284.0,279.0,274.0,329.0,True,SOFT,2.0,True,Williams,0 days 00:43:01.786000,,1,,,,False,True,2
0 days 00:53:14.170000,ALB,23,0 days 00:01:31.595000,13.0,5.0,,,0 days 00:00:24.174000,0 days 00:00:27.498000,0 days 00:00:39.923000,0 days 00:52:06.749000,0 days 00:52:34.247000,0 days 00:53:14.170000,286.0,279.0,273.0,332.0,True,SOFT,2.0,True,Williams,0 days 00:51:42.575000,,1,,,,False,True,2
0 days 01:04:56.432000,ALB,23,0 days 00:01:31.706000,16.0,6.0,,,0 days 00:00:24.246000,0 days 00:00:27.654000,0 days 00:00:39.806000,0 days 01:03:48.972000,0 days 01:04:16.626000,0 days 01:04:56.432000,284.0,278.0,273.0,329.0,True,SOFT,5.0,False,Williams,0 days 01:03:24.726000,,1,,,,False,True,2
0 days 01:12:09.284000,ALB,23,0 days 00:01:31.921000,19.0,7.0,,,0 days 00:00:24.374000,0 days 00:00:27.725000,0 days 00:00:39.822000,0 days 01:11:01.737000,0 days 01:11:29.462000,0 days 01:12:09.284000,284.0,278.0,275.0,330.0,False,SOFT,5.0,False,Williams,0 days 01:10:37.363000,,1,,,,False,True,2
