DriverNumber,LapTime,LapNumber,SpeedST,TyreLife,TrackTemp,Rainfall,Position,RoundNumber,FuelLevel,QualiBest,Target,DriverPower,TeamPace,C_INTERMEDIATE,Length,Traction,Abrasion,TrackEvolution,TyreStress,Lateral,Downforce,CompoundRating,GapAhead,GapBehind
10,101.619,12.0,316.0,12.0,46.2,0,12.0,19,44.0,92.51,1.09846503080748,1.096341994734344,1.0968507496185484,0,5513,4,3,4,4,4,4,3,0.846,0.891
12,99.836,12.0,307.0,12.0,46.2,0,18.0,19,44.0,92.51,1.0791914387633768,1.084573708892837,1.0833161500217654,0,5513,4,3,4,4,4,4,3,4.753,2.388
14,100.896,12.0,307.0,13.0,46.2,0,10.0,19,44.0,92.51,1.090649659496271,1.094348160425449,1.0951357984631918,0,5513,4,3,4,4,4,4,3,2.608,1.542
16,100.173,12.0,304.0,15.0,46.0,0,2.0,19,44.0,92.51,1.082834288185061,1.0803511817332088,1.081005071523716,0,5513,4,3,4,4,4,4,4,3.389,1.488
18,101.272,12.0,299.0,12.0,46.2,0,14.0,19,44.0,92.51,1.0947140849637875,1.0958223347850442,1.0951357984631918,0,5513,4,3,4,4,4,4,4,0.57,1.644
22,100.538,12.0,307.0,12.0,46.0,0,7.0,19,44.0,92.51,1.0867798075883688,1.0958071838696755,1.0870170033224884,0,5513,4,3,4,4,4,4,3,2.416,1.866
23,100.001,12.0,309.0,5.0,46.2,0,19.0,19,44.0,92.51,1.080975029726516,1.0883597823431241,1.0899718193690289,0,5513,4,3,4,4,4,4,3,2.388,100.0
27,100.361,12.0,305.0,12.0,46.0,0,9.0,19,44.0,92.51,1.0848665009188196,1.0985748091286935,1.0984866747020223,0,5513,4,3,4,4,4,4,3,3.045,2.608
30,101.507,12.0,304.0,12.0,46.2,0,11.0,19,44.0,92.51,1.0972543508809858,1.0953088118053491,1.094053183365175,0,5513,4,3,4,4,4,4,3,1.542,0.846
31,101.685,12.0,312.0,12.0,46.2,0,16.0,19,44.0,92.51,1.0991784671927358,1.096348326492616,1.0965346807736014,0,5513,4,3,4,4,4,4,1,1.644,2.319
43,103.233,12.0,322.0,12.0,46.2,0,15.0,19,44.0,92.51,1.1159117933196412,1.1009335778891176,1.0968507496185484,0,5513,4,3,4,4,4,4,3,1.606,0.57
44,99.721,12.0,305.0,12.0,46.0,0,4.0,19,44.0,92.51,1.07794832991028,1.0813378035923007,1.081005071523716,0,5513,4,3,4,4,4,4,3,1.96,2.174
63,100.462,12.0,307.0,12.0,46.0,0,6.0,19,44.0,92.51,1.0859582747811047,1.082307011781026,1.0833161500217654,0,5513,4,3,4,4,4,4,3,1.366,2.416
81,100.681,12.0,304.0,12.0,46.0,0,5.0,19,44.0,92.51,1.0883255864230894,1.077153962090554,1.0770376449943158,0,5513,4,3,4,4,4,4,3,2.174,1.366
87,100.637,12.0,306.0,12.0,46.0,0,8.0,19,44.0,92.51,1.0878499621662523,1.0966450061230568,1.0965346807736014,0,5513,4,3,4,4,4,4,3,1.866,3.045
1,99.585,13.0,309.0,13.0,46.2,0,1.0,19,43.0,92.51,1.0764782185709652,1.0760447744453667,1.0870170033224884,0,5513,4,3,4,4,4,4,3,100.0,4.125
4,99.712,13.0,311.0,13.0,46.2,0,3.0,19,43.0,92.51,1.0778510431304724,1.0767611289386125,1.0770376449943158,0,5513,4,3,4,4,4,4,3,1.09,1.906
5,101.337,13.0,321.0,13.0,46.2,0,13.0,19,43.0,92.51,1.0954167117068423,1.098393489329892,1.0984866747020223,0,5513,4,3,4,4,4,4,4,0.88,1.84
6,101.623,13.0,311.0,13.0,46.2,0,17.0,19,43.0,92.51,1.0985082693762835,1.0925548338236577,1.094053183365175,0,5513,4,3,4,4,4,4,1,1.888,3.335
10,101.433,13.0,304.0,13.0,46.2,0,12.0,19,43.0,92.51,1.0964544373581235,1.096341994734344,1.0968507496185484,0,5513,4,3,4,4,4,4,3,0.958,0.88
12,100.136,13.0,312.0,13.0,46.2,0,18.0,19,43.0,92.51,1.0824343314236298,1.084573708892837,1.0833161500217654,0,5513,4,3,4,4,4,4,3,3.335,2.553
14,101.104,13.0,310.0,14.0,46.2,0,10.0,19,43.0,92.51,1.092898065074046,1.094348160425449,1.0951357984631918,0,5513,4,3,4,4,4,4,3,3.143,2.153
16,99.797,13.0,310.0,16.0,46.2,0,2.0,19,43.0,92.51,1.078769862717544,1.0803511817332088,1.081005071523716,0,5513,4,3,4,4,4,4,4,4.125,1.09
18,101.375,13.0,305.0,13.0,46.2,0,14.0,19,43.0,92.51,1.0958274781104744,1.0958223347850442,1.0951357984631918,0,5513,4,3,4,4,4,4,4,1.84,1.391
22,100.553,13.0,311.0,13.0,46.2,0,7.0,19,43.0,92.51,1.0869419522213817,1.0958071838696755,1.0870170033224884,0,5513,4,3,4,4,4,4,3,2.492,1.965
23,100.398,13.0,311.0,6.0,46.2,0,19.0,19,43.0,92.51,1.0852664576802509,1.0883597823431241,1.0899718193690289,0,5513,4,3,4,4,4,4,3,2.553,100.0
27,101.147,13.0,307.0,13.0,46.2,0,9.0,19,43.0,92.51,1.0933628796886825,1.0985748091286935,1.0984866747020223,0,5513,4,3,4,4,4,4,3,2.769,3.143
30,101.264,13.0,302.0,13.0,46.2,0,11.0,19,43.0,92.51,1.0946276078261807,1.0953088118053491,1.094053183365175,0,5513,4,3,4,4,4,4,3,2.153,0.958
31,101.956,13.0,329.0,13.0,46.2,0,16.0,19,43.0,92.51,1.1021078802291644,1.096348326492616,1.0965346807736014,0,5513,4,3,4,4,4,4,1,0.666,1.888
43,101.722,13.0,309.0,13.0,46.2,0,15.0,19,43.0,92.51,1.099578423954167,1.1009335778891176,1.0968507496185484,0,5513,4,3,4,4,4,4,3,1.391,0.666
44,99.929,13.0,307.0,13.0,46.2,0,4.0,19,43.0,92.51,1.0801967354880553,1.0813378035923007,1.081005071523716,0,5513,4,3,4,4,4,4,3,1.906,3.134
63,100.595,13.0,310.0,13.0,46.2,0,6.0,19,43.0,92.51,1.0873959571938168,1.082307011781026,1.0833161500217654,0,5513,4,3,4,4,4,4,3,1.147,2.492
81,100.28,13.0,307.0,13.0,46.2,0,5.0,19,43.0,92.51,1.0839909199005513,1.077153962090554,1.0770376449943158,0,5513,4,3,4,4,4,4,3,3.134,1.147
87,100.635,13.0,309.0,13.0,46.2,0,8.0,19,43.0,92.51,1.0878283428818507,1.0966450061230568,1.0965346807736014,0,5513,4,3,4,4,4,4,3,1.965,2.769
1,99.514,14.0,309.0,14.0,46.3,0,1.0,19,42.0,92.51,1.0757107339747054,1.0760447744453667,1.0870170033224884,0,5513,4,3,4,4,4,4,3,100.0,4.337
4,99.885,14.0,328.0,14.0,46.1,0,3.0,19,42.0,92.51,1.0797211112312182,1.0767611289386125,1.0770376449943158,0,5513,4,3,4,4,4,4,3,1.005,2.123
6,101.606,14.0,308.0,14.0,46.1,0,17.0,19,42.0,92.51,1.0983245054588693,1.0925548338236577,1.094053183365175,0,5513,4,3,4,4,4,4,1,1.555,1.848
10,101.523,14.0,300.0,14.0,46.1,0,12.0,19,42.0,92.51,1.0974273051561991,1.096341994734344,1.0968507496185484,0,5513,4,3,4,4,4,4,3,1.127,0.784
12,100.854,14.0,310.0,14.0,46.1,0,18.0,19,42.0,92.51,1.0901956545238352,1.084573708892837,1.0833161500217654,0,5513,4,3,4,4,4,4,3,1.848,2.815
14,100.98,14.0,308.0,15.0,46.1,0,10.0,19,42.0,92.51,1.0915576694411415,1.094348160425449,1.0951357984631918,0,5513,4,3,4,4,4,4,3,3.1,2.313
16,100.231,14.0,308.0,17.0,46.1,0,2.0,19,42.0,92.51,1.08346124743271,1.0803511817332088,1.081005071523716,0,5513,4,3,4,4,4,4,4,4.337,1.005
18,101.352,14.0,302.0,14.0,46.1,0,14.0,19,42.0,92.51,1.0955788563398552,1.0958223347850442,1.0951357984631918,0,5513,4,3,4,4,4,4,4,1.878,1.738
22,100.602,14.0,308.0,14.0,46.1,0,7.0,19,42.0,92.51,1.0874716246892229,1.0958071838696755,1.0870170033224884,0,5513,4,3,4,4,4,4,3,2.45,2.047
23,100.683,14.0,309.0,7.0,46.1,0,19.0,19,42.0,92.51,1.088347205707491,1.0883597823431241,1.0899718193690289,0,5513,4,3,4,4,4,4,3,2.815,100.0
27,100.42,14.0,303.0,14.0,46.1,0,9.0,19,42.0,92.51,1.0855042698086692,1.0985748091286935,1.0984866747020223,0,5513,4,3,4,4,4,4,3,3.281,3.1
30,101.438,14.0,301.0,14.0,46.1,0,11.0,19,42.0,92.51,1.0965084855691276,1.0953088118053491,1.094053183365175,0,5513,4,3,4,4,4,4,3,2.313,1.127
31,101.66,14.0,327.0,14.0,46.1,0,16.0,19,42.0,92.51,1.0989082261377148,1.096348326492616,1.0965346807736014,0,5513,4,3,4,4,4,4,1,0.9,1.555
43,101.85,14.0,307.0,14.0,46.1,0,15.0,19,42.0,92.51,1.100962058155875,1.1009335778891176,1.0968507496185484,0,5513,4,3,4,4,4,4,3,1.738,0.9
44,99.913,14.0,307.0,14.0,46.1,0,4.0,19,42.0,92.51,1.0800237812128417,1.0813378035923007,1.081005071523716,0,5513,4,3,4,4,4,4,3,2.123,3.485
63,100.428,14.0,306.0,14.0,46.1,0,6.0,19,42.0,92.51,1.085590746946276,1.082307011781026,1.0833161500217654,0,5513,4,3,4,4,4,4,3,1.462,2.45
81,100.439,14.0,305.0,14.0,46.1,0,5.0,19,42.0,92.51,1.0857096530104853,1.077153962090554,1.0770376449943158,0,5513,4,3,4,4,4,4,3,3.485,1.462
87,100.648,14.0,308.0,14.0,46.1,0,8.0,19,42.0,92.51,1.0879688682304616,1.0966450061230568,1.0965346807736014,0,5513,4,3,4,4,4,4,3,2.047,3.281
1,100.085,15.0,305.0,15.0,46.1,0,1.0,19,41.0,92.51,1.0818830396713868,1.0760447744453667,1.0870170033224884,0,5513,4,3,4,4,4,4,3,100.0,5.054
4,101.266,15.0,329.0,15.0,46.1,0,3.0,19,41.0,92.51,1.0946492271105823,1.0767611289386125,1.0770376449943158,0,5513,4,3,4,4,4,4,3,0.659,2.151
6,101.777,15.0,311.0,15.0,46.1,0,16.0,19,41.0,92.51,1.1001729542752134,1.0925548338236577,1.094053183365175,0,5513,4,3,4,4,4,4,1,1.501,1.096
10,102.018,15.0,299.0,15.0,46.1,0,12.0,19,41.0,92.51,1.102778078045617,1.096341994734344,1.0968507496185484,0,5513,4,3,4,4,4,4,3,1.212,2.491
12,101.168,15.0,325.0,15.0,46.1,0,17.0,19,41.0,92.51,1.0935898821749,1.084573708892837,1.0833161500217654,0,5513,4,3,4,4,4,4,3,1.096,2.644
14,101.237,15.0,304.0,16.0,46.1,0,10.0,19,41.0,92.51,1.094335747486758,1.094348160425449,1.0951357984631918,0,5513,4,3,4,4,4,4,3,3.66,2.771
16,101.331,15.0,308.0,18.0,46.1,0,2.0,19,41.0,92.51,1.095351853853637,1.0803511817332088,1.081005071523716,0,5513,4,3,4,4,4,4,4,5.054,0.659
18,101.171,15.0,302.0,15.0,46.1,0,13.0,19,41.0,92.51,1.0936223111015029,1.0958223347850442,1.0951357984631918,0,5513,4,3,4,4,4,4,4,2.491,2.236
22,100.872,15.0,305.0,15.0,46.1,0,7.0,19,41.0,92.51,1.0903902280834503,1.0958071838696755,1.0870170033224884,0,5513,4,3,4,4,4,4,3,2.624,2.093
23,100.56,15.0,311.0,8.0,46.1,0,18.0,19,41.0,92.51,1.0870176197167871,1.0883597823431241,1.0899718193690289,0,5513,4,3,4,4,4,4,3,2.644,100.0
27,100.895,15.0,303.0,15.0,46.1,0,9.0,19,41.0,92.51,1.0906388498540698,1.0985748091286935,1.0984866747020223,0,5513,4,3,4,4,4,4,3,3.053,3.66
30,101.529,15.0,294.0,15.0,46.1,0,11.0,19,41.0,92.51,1.0974921630094043,1.0953088118053491,1.094053183365175,0,5513,4,3,4,4,4,4,3,2.771,1.212
31,101.812,15.0,322.0,15.0,46.1,0,15.0,19,41.0,92.51,1.1005512917522429,1.096348326492616,1.0965346807736014,0,5513,4,3,4,4,4,4,1,0.71,1.501
43,101.539,15.0,301.0,15.0,46.1,0,14.0,19,41.0,92.51,1.0976002594314127,1.1009335778891176,1.0968507496185484,0,5513,4,3,4,4,4,4,3,2.236,0.71
44,100.493,15.0,305.0,15.0,46.1,0,4.0,19,41.0,92.51,1.0862933736893308,1.0813378035923007,1.081005071523716,0,5513,4,3,4,4,4,4,3,2.151,4.011
63,100.685,15.0,306.0,15.0,46.1,0,6.0,19,41.0,92.51,1.0883688249918928,1.082307011781026,1.0833161500217654,0,5513,4,3,4,4,4,4,3,1.451,2.624
81,100.577,15.0,301.0,15.0,46.1,0,5.0,19,41.0,92.51,1.0872013836342016,1.077153962090554,1.0770376449943158,0,5513,4,3,4,4,4,4,3,4.011,1.451
87,100.958,15.0,301.0,15.0,46.1,0,8.0,19,41.0,92.51,1.091319857312723,1.0966450061230568,1.0965346807736014,0,5513,4,3,4,4,4,4,3,2.093,3.053
1,99.783,16.0,306.0,16.0,45.9,0,1.0,19,40.0,92.51,1.0786185277267322,1.0760447744453667,1.0870170033224884,0,5513,4,3,4,4,4,4,3,100.0,6.3
4,100.626,16.0,322.0,16.0,45.9,0,3.0,19,40.0,92.51,1.087731056102043,1.0767611289386125,1.0770376449943158,0,5513,4,3,4,4,4,4,3,0.594,1.378
5,100.522,16.0,297.0,2.0,46.0,0,19.0,19,40.0,92.51,1.0866068533131554,1.098393489329892,1.0984866747020223,0,5513,4,3,4,4,4,4,3,0.784,1.878
6,101.749,16.0,315.0,16.0,45.9,0,16.0,19,40.0,92.51,1.0998702842935897,1.0925548338236577,1.094053183365175,0,5513,4,3,4,4,4,4,1,1.466,0.487
10,101.695,16.0,300.0,16.0,45.9,0,12.0,19,40.0,92.51,1.0992865636147442,1.096341994734344,1.0968507496185484,0,5513,4,3,4,4,4,4,3,1.701,1.644
12,101.755,16.0,331.0,16.0,45.9,0,17.0,19,40.0,92.51,1.0999351421467949,1.084573708892837,1.0833161500217654,0,5513,4,3,4,4,4,4,3,0.487,2.036
14,100.968,16.0,307.0,17.0,45.9,0,10.0,19,40.0,92.51,1.0914279537347311,1.094348160425449,1.0951357984631918,0,5513,4,3,4,4,4,4,3,4.002,3.063
16,100.371,16.0,301.0,19.0,45.9,0,2.0,19,40.0,92.51,1.0849745973408278,1.0803511817332088,1.081005071523716,0,5513,4,3,4,4,4,4,4,6.3,0.594
18,101.173,16.0,307.0,16.0,45.9,0,13.0,19,40.0,92.51,1.0936439303859042,1.0958223347850442,1.0951357984631918,0,5513,4,3,4,4,4,4,4,1.644,2.604
22,100.814,16.0,306.0,16.0,45.9,0,7.0,19,40.0,92.51,1.0897632688358014,1.0958071838696755,1.0870170033224884,0,5513,4,3,4,4,4,4,3,2.811,2.179
23,100.901,16.0,310.0,9.0,45.9,0,18.0,19,40.0,92.51,1.0907037077072748,1.0883597823431241,1.0899718193690289,0,5513,4,3,4,4,4,4,3,2.036,100.0
27,100.611,16.0,305.0,16.0,45.9,0,9.0,19,40.0,92.51,1.0875689114690303,1.0985748091286935,1.0984866747020223,0,5513,4,3,4,4,4,4,3,2.99,4.002
30,101.486,16.0,297.0,16.0,45.9,0,11.0,19,40.0,92.51,1.097027348394768,1.0953088118053491,1.094053183365175,0,5513,4,3,4,4,4,4,3,3.063,1.701
31,101.677,16.0,321.0,16.0,45.9,0,15.0,19,40.0,92.51,1.0990919900551293,1.096348326492616,1.0965346807736014,0,5513,4,3,4,4,4,4,1,0.983,1.466
43,101.736,16.0,305.0,16.0,45.9,0,14.0,19,40.0,92.51,1.0997297589449788,1.1009335778891176,1.0968507496185484,0,5513,4,3,4,4,4,4,3,2.604,0.983
44,100.555,16.0,309.0,16.0,45.9,0,4.0,19,40.0,92.51,1.0869635715057833,1.0813378035923007,1.081005071523716,0,5513,4,3,4,4,4,4,3,1.378,4.095
63,100.771,16.0,305.0,16.0,45.9,0,6.0,19,40.0,92.51,1.0892984542211652,1.082307011781026,1.0833161500217654,0,5513,4,3,4,4,4,4,3,1.559,2.811
81,100.618,16.0,303.0,16.0,45.9,0,5.0,19,40.0,92.51,1.0876445789644362,1.077153962090554,1.0770376449943158,0,5513,4,3,4,4,4,4,3,4.095,1.559
87,100.742,16.0,305.0,16.0,45.9,0,8.0,19,40.0,92.51,1.0889849745973408,1.0966450061230568,1.0965346807736014,0,5513,4,3,4,4,4,4,3,2.179,2.99
1,99.731,17.0,309.0,17.0,46.0,0,1.0,19,39.0,92.51,1.0780564263322885,1.0760447744453667,1.0870170033224884,0,5513,4,3,4,4,4,4,3,100.0,6.888
4,99.905,17.0,322.0,17.0,46.0,0,3.0,19,39.0,92.51,1.0799373040752351,1.0767611289386125,1.0770376449943158,0,5513,4,3,4,4,4,4,3,0.849,1.307
5,100.164,17.0,305.0,3.0,46.0,0,19.0,19,39.0,92.51,1.0827370014052535,1.098393489329892,1.0984866747020223,0,5513,4,3,4,4,4,4,3,11.454,100.0
6,102.76,17.0,313.0,17.0,46.0,0,17.0,19,39.0,92.51,1.1107988325586422,1.0925548338236577,1.094053183365175,0,5513,4,3,4,4,4,4,1,1.538,0.493
10,101.255,17.0,300.0,17.0,46.0,0,12.0,19,39.0,92.51,1.0945303210463733,1.096341994734344,1.0968507496185484,0,5513,4,3,4,4,4,4,3,1.91,1.122
12,101.203,17.0,334.0,17.0,46.0,0,16.0,19,39.0,92.51,1.0939682196519296,1.084573708892837,1.0833161500217654,0,5513,4,3,4,4,4,4,3,0.493,1.182
14,100.926,17.0,307.0,18.0,46.0,0,10.0,19,39.0,92.51,1.090973948762296,1.094348160425449,1.0951357984631918,0,5513,4,3,4,4,4,4,3,4.359,3.581
16,100.177,17.0,309.0,20.0,46.0,0,2.0,19,39.0,92.51,1.0828775267538644,1.0803511817332088,1.081005071523716,0,5513,4,3,4,4,4,4,4,6.888,0.849
18,101.122,17.0,304.0,17.0,46.0,0,13.0,19,39.0,92.51,1.0930926386336612,1.0958223347850442,1.0951357984631918,0,5513,4,3,4,4,4,4,4,1.122,3.167
22,100.787,17.0,308.0,17.0,46.0,0,7.0,19,39.0,92.51,1.0894714084963788,1.0958071838696755,1.0870170033224884,0,5513,4,3,4,4,4,4,3,2.854,2.107
23,101.595,17.0,314.0,10.0,46.0,0,18.0,19,39.0,92.51,1.09820559939466,1.0883597823431241,1.0899718193690289,0,5513,4,3,4,4,4,4,3,1.182,11.454
27,100.62,17.0,303.0,17.0,46.0,0,9.0,19,39.0,92.51,1.087666198248838,1.0985748091286935,1.0984866747020223,0,5513,4,3,4,4,4,4,3,2.859,4.359
30,100.945,17.0,299.0,17.0,46.0,0,11.0,19,39.0,92.51,1.091179331964112,1.0953088118053491,1.094053183365175,0,5513,4,3,4,4,4,4,3,3.581,1.91
31,102.016,17.0,306.0,17.0,46.0,0,15.0,19,39.0,92.51,1.102756458761215,1.096348326492616,1.0965346807736014,0,5513,4,3,4,4,4,4,1,0.924,1.538
43,101.831,17.0,305.0,17.0,46.0,0,14.0,19,39.0,92.51,1.100756674954059,1.1009335778891176,1.0968507496185484,0,5513,4,3,4,4,4,4,3,3.167,0.924
44,100.326,17.0,307.0,17.0,46.0,0,4.0,19,39.0,92.51,1.08448816344179,1.0813378035923007,1.081005071523716,0,5513,4,3,4,4,4,4,3,1.307,4.158
63,100.466,17.0,305.0,17.0,46.0,0,6.0,19,39.0,92.51,1.086001513349908,1.082307011781026,1.0833161500217654,0,5513,4,3,4,4,4,4,3,1.712,2.854
81,100.305,17.0,304.0,17.0,46.0,0,5.0,19,39.0,92.51,1.0842611609555723,1.077153962090554,1.0770376449943158,0,5513,4,3,4,4,4,4,3,4.158,1.712
87,100.632,17.0,306.0,17.0,46.0,0,8.0,19,39.0,92.51,1.087795913955248,1.0966450061230568,1.0965346807736014,0,5513,4,3,4,4,4,4,3,2.107,2.859
1,99.4,18.0,310.0,18.0,45.9,0,1.0,19,38.0,92.51,1.0744784347638092,1.0760447744453667,1.0870170033224884,0,5513,4,3,4,4,4,4,3,100.0,7.334
4,100.087,18.0,324.0,18.0,45.9,0,3.0,19,38.0,92.51,1.0819046589557886,1.0767611289386125,1.0770376449943158,0,5513,4,3,4,4,4,4,3,0.577,1.728
5,100.053,18.0,307.0,4.0,45.8,0,19.0,19,38.0,92.51,1.0815371311209598,1.098393489329892,1.0984866747020223,0,5513,4,3,4,4,4,4,3,10.023,100.0
6,101.792,18.0,317.0,18.0,45.8,0,17.0,19,38.0,92.51,1.100335098908226,1.0925548338236577,1.094053183365175,0,5513,4,3,4,4,4,4,1,1.064,0.51
10,101.248,18.0,303.0,18.0,45.8,0,12.0,19,38.0,92.51,1.0944546535509674,1.096341994734344,1.0968507496185484,0,5513,4,3,4,4,4,4,3,2.22,0.989
12,100.867,18.0,326.0,18.0,45.8,0,16.0,19,38.0,92.51,1.0903361798724462,1.084573708892837,1.0833161500217654,0,5513,4,3,4,4,4,4,3,1.218,1.064
14,100.557,18.0,310.0,19.0,45.8,0,10.0,19,38.0,92.51,1.0869851907901849,1.094348160425449,1.0951357984631918,0,5513,4,3,4,4,4,4,3,4.665,3.6
16,99.874,18.0,305.0,21.0,45.9,0,2.0,19,38.0,92.51,1.0796022051670089,1.0803511817332088,1.081005071523716,0,5513,4,3,4,4,4,4,4,7.334,0.577
18,100.838,18.0,314.0,18.0,45.8,0,13.0,19,38.0,92.51,1.0900227002486216,1.0958223347850442,1.0951357984631918,0,5513,4,3,4,4,4,4,4,0.989,3.876
22,100.406,18.0,312.0,18.0,45.9,0,7.0,19,38.0,92.51,1.0853529348178574,1.0958071838696755,1.0870170033224884,0,5513,4,3,4,4,4,4,3,3.175,1.952
23,101.877,18.0,337.0,11.0,45.8,0,18.0,19,38.0,92.51,1.1012539184952976,1.0883597823431241,1.0899718193690289,0,5513,4,3,4,4,4,4,3,0.51,10.023
27,100.275,18.0,309.0,18.0,45.8,0,9.0,19,38.0,92.51,1.083936871689547,1.0985748091286935,1.0984866747020223,0,5513,4,3,4,4,4,4,3,2.847,4.665
30,100.806,18.0,306.0,18.0,45.8,0,11.0,19,38.0,92.51,1.0896767916981946,1.0953088118053491,1.094053183365175,0,5513,4,3,4,4,4,4,3,3.6,2.22
31,101.476,18.0,315.0,18.0,45.8,0,15.0,19,38.0,92.51,1.0969192519727595,1.096348326492616,1.0965346807736014,0,5513,4,3,4,4,4,4,1,1.109,1.218
43,101.63,18.0,308.0,18.0,45.8,0,14.0,19,38.0,92.51,1.0985839368716894,1.1009335778891176,1.0968507496185484,0,5513,4,3,4,4,4,4,3,3.876,1.109
44,99.977,18.0,312.0,18.0,45.9,0,4.0,19,38.0,92.51,1.0807155983136958,1.0813378035923007,1.081005071523716,0,5513,4,3,4,4,4,4,3,1.728,4.137
63,100.267,18.0,309.0,18.0,45.9,0,6.0,19,38.0,92.51,1.0838503945519402,1.082307011781026,1.0833161500217654,0,5513,4,3,4,4,4,4,3,1.873,3.175
81,99.987,18.0,308.0,18.0,45.9,0,5.0,19,38.0,92.51,1.0808236947357042,1.077153962090554,1.0770376449943158,0,5513,4,3,4,4,4,4,3,4.137,1.873
87,100.515,18.0,309.0,18.0,45.9,0,8.0,19,38.0,92.51,1.086531185817749,1.0966450061230568,1.0965346807736014,0,5513,4,3,4,4,4,4,3,1.952,2.847
1,99.454,19.0,310.0,19.0,45.8,0,1.0,19,37.0,92.51,1.0750621554426547,1.0760447744453667,1.0870170033224884,0,5513,4,3,4,4,4,4,3,100.0,7.808
4,100.603,19.0,333.0,19.0,45.8,0,3.0,19,37.0,92.51,1.0874824343314236,1.0767611289386125,1.0770376449943158,0,5513,4,3,4,4,4,4,3,0.79,1.618
5,100.245,19.0,303.0,5.0,45.8,0,19.0,19,37.0,92.51,1.083612582423522,1.098393489329892,1.0984866747020223,0,5513,4,3,4,4,4,4,3,8.199,100.0
6,101.693,19.0,308.0,19.0,45.8,0,17.0,19,37.0,92.51,1.0992649443303426,1.0925548338236577,1.094053183365175,0,5513,4,3,4,4,4,4,1,1.989,0.595
10,101.745,19.0,302.0,19.0,45.8,0,12.0,19,37.0,92.51,1.0998270457247863,1.096341994734344,1.0968507496185484,0,5513,4,3,4,4,4,4,3,2.662,0.579
12,101.593,19.0,326.0,19.0,45.8,0,16.0,19,37.0,92.51,1.0981839801102584,1.084573708892837,1.0833161500217654,0,5513,4,3,4,4,4,4,3,0.609,1.989
14,100.604,19.0,310.0,20.0,45.8,0,10.0,19,37.0,92.51,1.0874932439736245,1.094348160425449,1.0951357984631918,0,5513,4,3,4,4,4,4,3,4.947,3.849
16,100.69,19.0,312.0,22.0,45.8,0,2.0,19,37.0,92.51,1.0884228732028969,1.0803511817332088,1.081005071523716,0,5513,4,3,4,4,4,4,4,7.808,0.79
18,101.63,19.0,315.0,19.0,45.8,0,13.0,19,37.0,92.51,1.0985839368716894,1.0958223347850442,1.0951357984631918,0,5513,4,3,4,4,4,4,4,0.579,4.668
22,100.452,19.0,310.0,19.0,45.8,0,7.0,19,37.0,92.51,1.085850178359096,1.0958071838696755,1.0870170033224884,0,5513,4,3,4,4,4,4,3,3.314,2.061
23,101.773,19.0,334.0,12.0,45.8,0,18.0,19,37.0,92.51,1.10012971570641,1.0883597823431241,1.0899718193690289,0,5513,4,3,4,4,4,4,3,0.595,8.199
27,100.413,19.0,309.0,19.0,45.8,0,9.0,19,37.0,92.51,1.085428602313263,1.0985748091286935,1.0984866747020223,0,5513,4,3,4,4,4,4,3,2.607,4.947
30,100.828,19.0,303.0,19.0,45.8,0,11.0,19,37.0,92.51,1.0899146038266132,1.0953088118053491,1.094053183365175,0,5513,4,3,4,4,4,4,3,3.849,2.662
31,101.776,19.0,327.0,19.0,45.8,0,15.0,19,37.0,92.51,1.1001621446330123,1.096348326492616,1.0965346807736014,0,5513,4,3,4,4,4,4,1,0.955,0.609
43,101.725,19.0,307.0,19.0,45.8,0,14.0,19,37.0,92.51,1.0996108528807695,1.1009335778891176,1.0968507496185484,0,5513,4,3,4,4,4,4,3,4.668,0.955
44,100.105,19.0,311.0,19.0,45.8,0,4.0,19,37.0,92.51,1.0820992325154035,1.0813378035923007,1.081005071523716,0,5513,4,3,4,4,4,4,3,1.618,4.147
63,100.138,19.0,310.0,19.0,45.8,0,6.0,19,37.0,92.51,1.0824559507080316,1.082307011781026,1.0833161500217654,0,5513,4,3,4,4,4,4,3,2.153,3.314
81,99.785,19.0,308.0,19.0,45.8,0,5.0,19,37.0,92.51,1.0786401470111338,1.077153962090554,1.0770376449943158,0,5513,4,3,4,4,4,4,3,4.147,2.153
87,100.577,19.0,309.0,19.0,45.8,0,8.0,19,37.0,92.51,1.0872013836342016,1.0966450061230568,1.0965346807736014,0,5513,4,3,4,4,4,4,3,2.061,2.607
1,99.52,20.0,307.0,20.0,45.8,0,1.0,19,36.0,92.51,1.0757755918279104,1.0760447744453667,1.0870170033224884,0,5513,4,3,4,4,4,4,3,100.0,9.044
4,100.061,20.0,330.0,20.0,46.0,0,3.0,19,36.0,92.51,1.0816236082585666,1.0767611289386125,1.0770376449943158,0,5513,4,3,4,4,4,4,3,0.703,1.12
5,100.335,20.0,304.0,6.0,46.0,0,19.0,19,36.0,92.51,1.0845854502215977,1.098393489329892,1.0984866747020223,0,5513,4,3,4,4,4,4,3,6.671,100.0
6,101.454,20.0,304.0,20.0,46.0,0,17.0,19,36.0,92.51,1.096681439844341,1.0925548338236577,1.094053183365175,0,5513,4,3,4,4,4,4,1,2.089,0.675
10,102.697,20.0,320.0,20.0,46.0,0,13.0,19,36.0,92.51,1.1101178250999892,1.096341994734344,1.0968507496185484,0,5513,4,3,4,4,4,4,3,3.579,0.464
