RoundNumber,LapNumber,DriverNumber,AvgCorneringSpeed,MaxSpeed,AvgRPM,GearShifts,AvgThrottle,BrakePct
9,33,87,124.085724,307.0,10154.320261437908,25.0,66.59228,17.483660130718953
9,34,87,124.43709,308.0,10165.998357963876,28.0,66.628525,17.569786535303777
9,37,87,125.20974,308.0,10032.995169082125,27.0,62.84084,18.357487922705314
9,38,87,125.440216,312.0,10183.704318936878,27.0,64.722305,19.435215946843854
9,39,87,126.60647,308.0,10275.355155482815,28.0,66.58069,18.657937806873978
9,40,87,125.31797,309.0,10226.167752442996,28.0,65.34027,20.521172638436482
9,41,87,124.753296,309.0,10233.933656957928,28.0,66.68763,19.741100323624593
9,42,87,126.34823,310.0,10253.698717948719,31.0,66.92764,18.269230769230766
9,43,87,124.929726,310.0,10167.303482587065,30.0,67.9435,15.92039800995025
9,44,87,123.41761,311.0,10169.81862745098,30.0,67.34267,19.607843137254903
9,45,87,125.493996,312.0,10200.536466774716,29.0,67.42064,17.666126418152352
9,46,87,124.12302,312.0,10194.234323432343,29.0,68.0435,18.48184818481848
9,47,87,124.737076,330.0,10162.605564648118,30.0,66.87753,21.27659574468085
9,48,87,123.47264,336.0,10134.728896103896,29.0,64.34048,20.77922077922078
9,49,87,123.0999,335.0,10184.648953301126,30.0,65.340744,18.84057971014493
9,50,87,125.169624,334.0,10149.807504078304,30.0,64.35097,19.9021207177814
9,51,87,121.15518,314.0,9980.608766233767,28.0,63.085304,21.1038961038961
9,52,87,121.7112,311.0,10019.621664050235,28.0,63.91693,18.367346938775512
9,53,87,122.5662,313.0,10139.848039215687,28.0,66.685844,19.444444444444446
9,56,87,102.8093,241.0,8755.497382198953,50.0,27.733885,20.628272251308903
9,57,87,114.00336,274.12,9407.17966101695,45.0,36.604137,21.129943502824858
9,58,87,123.03589,310.0,9956.866666666667,33.0,57.531185,21.30081300813008
9,59,87,123.74639,313.0,9945.667757774141,32.0,61.830303,18.330605564648117
9,60,87,99.267685,310.0,9233.779538904899,32.0,52.472115,21.902017291066283
9,61,87,123.08945,316.0,10171.691082802548,32.0,63.80674,20.85987261146497
9,62,87,123.79957,319.0,10076.263865546218,31.0,65.771416,19.495798319327733
9,63,87,126.07353,341.0,10332.090150250417,30.0,68.442825,21.702838063439064
9,64,87,123.845215,316.0,10173.933549432739,27.0,66.439095,18.638573743922205
9,65,87,123.813675,314.0,10208.740237691001,29.0,68.159294,18.33616298811545
9,66,87,125.289154,316.0,10153.260655737706,27.0,66.72557,20.81967213114754
10,2,1,113.17522,332.0,10023.970537261699,34.0,65.65998,19.584055459272097
10,3,1,113.64999,332.0,10101.144366197183,33.0,65.77535,21.654929577464788
10,4,1,113.98691,330.0,10049.477112676057,33.0,67.02427,19.8943661971831
10,5,1,112.49361,330.0,9992.45632798574,35.0,65.65173,22.103386809269164
10,6,1,113.38927,314.0,9948.303292894281,34.0,63.741207,19.584055459272097
10,7,1,113.09703,314.0,9929.59688581315,32.0,65.17391,20.069204152249135
10,8,1,113.88833,313.0,9935.50439367311,33.0,65.99286,20.210896309314588
10,9,1,113.91054,313.0,9981.736660929431,33.0,67.179886,19.104991394148023
10,10,1,113.60199,313.0,9940.423076923076,36.0,67.63477,19.58041958041958
10,11,1,112.85827,312.0,9918.057093425605,35.0,66.2284,20.761245674740483
10,14,1,113.62038,316.0,9967.777777777777,35.0,66.33212,21.70138888888889
10,15,1,114.37057,338.0,10086.195840554592,38.0,66.089836,20.797227036395146
10,16,1,113.53741,313.0,10020.453125,30.0,68.19469,19.791666666666664
10,17,1,113.97505,312.0,10056.511545293073,32.0,68.33803,19.893428063943162
10,18,1,113.01331,310.0,9975.174911660777,34.0,66.27387,20.141342756183743
10,19,1,114.213646,310.0,10073.266666666666,32.0,68.55323,21.228070175438596
10,20,1,113.81648,311.0,10063.422222222222,33.0,67.13448,18.632478632478634
10,21,1,114.850044,311.0,10080.292173913043,34.0,69.133156,16.52173913043478
10,22,1,111.094536,311.0,10044.654929577464,35.0,66.948845,20.246478873239436
10,23,1,112.83672,312.0,9995.486725663717,37.0,67.19054,18.58407079646018
10,24,1,115.23057,311.0,10044.697183098591,36.0,67.039474,17.6056338028169
10,25,1,112.36732,314.0,9990.070446735395,37.0,65.91656,20.790378006872853
10,26,1,112.540955,315.0,10017.431818181818,37.0,66.71812,18.53146853146853
10,27,1,110.654564,335.0,10031.621052631579,36.0,66.15628,20.701754385964914
10,28,1,112.31653,333.0,9923.877408056042,39.0,65.08683,21.19089316987741
10,29,1,113.68012,310.0,10024.336252189141,36.0,68.36225,18.739054290718038
10,30,1,110.17363,308.0,9951.417253521127,38.0,66.23125,20.774647887323944
10,31,1,111.38581,309.0,10024.645762711865,34.0,67.84799,20.16949152542373
10,32,1,114.37794,309.0,9961.231729055258,35.0,66.34624,19.786096256684495
10,33,1,111.735985,309.0,9912.98606271777,37.0,64.413,19.860627177700348
10,34,1,110.75707,310.0,9993.06956521739,33.0,66.64621,18.434782608695652
10,35,1,110.98995,311.0,10014.47153024911,35.0,68.1715,17.259786476868328
10,36,1,111.6227,310.0,9960.56350626118,36.0,66.68997,18.067978533094813
10,39,1,113.8023,307.0,10048.060869565217,35.0,69.014275,19.130434782608695
10,40,1,115.14177,308.0,9992.918871252205,33.0,68.040886,18.165784832451497
10,41,1,113.87779,309.0,10004.424511545292,33.0,66.48809,19.36056838365897
10,42,1,113.46057,307.0,10065.674911660777,37.0,67.98601,18.374558303886925
10,43,1,113.4761,312.0,10050.775043936732,36.0,68.441635,18.804920913884008
10,44,1,113.40671,312.0,10036.214028776978,35.0,67.07764,17.26618705035971
10,45,1,112.67463,315.0,10067.23268206039,37.0,68.32621,16.873889875666073
10,46,1,111.25586,314.0,10025.890287769784,35.0,66.87967,18.884892086330936
10,47,1,109.83162,311.0,10008.243902439024,36.0,66.76181,17.94425087108014
10,48,1,114.84019,312.0,10059.340949033392,34.0,66.10331,18.101933216168717
10,49,1,114.91841,313.0,10109.33676975945,33.0,68.47231,19.072164948453608
10,50,1,112.99262,314.0,10087.289285714285,33.0,67.42769,17.32142857142857
10,51,1,110.19994,315.0,10079.908273381296,37.0,66.762634,17.805755395683455
10,52,1,114.58963,313.0,10080.786096256685,38.0,66.82071,19.25133689839572
10,53,1,112.69875,312.0,10018.204753199268,35.0,65.938934,19.378427787934186
10,54,1,111.9482,312.0,10100.126559714796,34.0,68.687485,16.577540106951872
10,55,1,113.83261,312.0,10095.055855855855,34.0,67.254715,18.91891891891892
10,56,1,112.62752,332.0,10178.71556350626,32.0,67.175285,18.425760286225405
10,57,1,112.73834,337.0,10084.26597582038,37.0,64.790375,21.416234887737478
10,58,1,113.70851,312.0,10037.795332136446,36.0,67.11037,18.31238779174147
10,59,1,112.22514,312.0,10087.030741410488,33.0,67.5509,19.529837251356238
10,60,1,112.01742,312.0,10136.122123893805,35.0,69.09447,18.4070796460177
10,61,1,112.195274,313.0,10080.332730560578,36.0,67.62821,18.083182640144667
10,62,1,112.45179,313.0,10148.077586206897,34.0,69.36693,17.586206896551722
10,63,1,114.18583,312.0,10139.09203539823,35.0,68.47933,17.699115044247787
10,64,1,112.46647,312.0,10155.290492957747,36.0,68.76344,17.6056338028169
10,65,1,112.81162,312.0,10100.718085106382,35.0,69.61719,17.375886524822697
10,66,1,112.54887,311.0,10161.057996485062,34.0,69.527176,17.04745166959578
10,2,10,110.128914,326.0,10051.451776649747,44.0,62.593143,20.135363790186126
10,3,10,111.997696,313.0,10036.366386554622,43.0,63.3916,19.66386554621849
10,4,10,114.38947,311.0,10084.083050847457,42.0,63.833767,19.152542372881356
10,5,10,112.79945,310.0,10063.449050086356,44.0,64.14587,21.416234887737478
10,6,10,112.418304,309.0,10051.561016949152,44.0,68.136475,18.64406779661017
10,7,10,113.209496,308.0,10177.105902777777,41.0,67.62568,19.618055555555554
10,8,10,114.83791,309.0,10072.039723661484,39.0,67.73868,18.825561312607945
10,9,10,116.174545,309.0,10068.667808219177,39.0,65.95986,19.69178082191781
10,10,10,114.78793,310.0,10037.663822525597,38.0,66.458664,19.112627986348123
10,11,10,115.221886,306.0,9976.419520547945,37.0,66.62652,19.34931506849315
10,12,10,113.22749,308.0,9954.111492281303,37.0,66.39544,21.09777015437393
10,13,10,112.22676,308.0,9945.908485856906,36.0,65.39176,19.966722129783694
10,14,10,113.44562,309.0,10026.164965986394,38.0,68.05668,17.687074829931973
10,15,10,112.27891,308.0,9991.018739352641,41.0,65.664505,19.931856899488924
10,16,10,111.934044,309.0,9977.091062394604,40.0,66.79565,19.392917369308602
10,17,10,112.95686,315.0,10039.690846286701,38.0,67.908745,19.86183074265976
10,18,10,111.825615,331.0,10122.368421052632,44.0,65.649666,23.684210526315788
10,19,10,108.71875,326.0,9970.078991596638,42.0,62.71316,23.697478991596636
10,20,10,111.584236,327.0,10060.323728813559,41.0,64.329155,22.71186440677966
10,21,10,110.49437,327.0,9991.155887230514,45.0,64.298676,22.056384742951906
10,22,10,112.84411,328.0,10026.220713073006,39.0,65.228836,20.37351443123939
10,23,10,110.913124,328.0,9968.998272884282,41.0,65.54402,21.58894645941278
10,24,10,110.97212,324.0,9916.632377740303,45.0,63.349922,22.596964586846543
10,25,10,110.82083,323.0,10041.025728987994,46.0,66.58427,20.411663807890225
10,26,10,112.23716,332.0,10051.391304347826,42.0,66.800156,20.5685618729097
10,27,10,111.14762,323.0,10060.441025641026,40.0,67.54921,20.0
10,28,10,110.405174,324.0,9995.924268502582,44.0,67.69626,19.62134251290878
10,29,10,112.66125,324.0,10019.285464098073,40.0,67.59956,20.665499124343256
10,30,10,111.51357,322.0,10013.468438538206,44.0,66.895584,20.431893687707642
10,31,10,111.02547,332.0,10064.489864864865,45.0,66.090225,20.777027027027025
10,32,10,110.6769,317.0,10049.929065743945,39.0,69.74419,19.377162629757784
10,33,10,110.374916,329.0,10075.151103565366,40.0,67.0643,20.203735144312393
10,34,10,108.38408,326.0,10092.534391534391,41.0,67.67802,19.576719576719576
10,35,10,110.30316,302.0,9905.917667238422,43.0,64.136795,22.641509433962266
10,36,10,109.50654,327.0,9990.047781569965,40.0,66.64144,19.965870307167236
10,37,10,110.10311,327.0,9981.607142857143,45.0,67.236916,17.17687074829932
10,38,10,109.60355,325.0,9933.003305785123,44.0,64.75601,21.15702479338843
10,39,10,110.014206,307.0,10116.97094017094,42.0,71.19631,16.923076923076923
10,40,10,112.96882,307.0,10075.220848056537,37.0,68.19545,19.081272084805654
10,41,10,109.28772,312.0,10117.420512820512,40.0,70.9461,17.94871794871795
10,42,10,109.83731,313.0,10025.096610169492,41.0,68.95465,17.627118644067796
10,43,10,110.23245,338.0,9974.957820738136,36.0,67.839745,18.27768014059754
10,44,10,111.133675,345.0,10062.412060301507,47.0,66.2638,20.268006700167504
10,45,10,107.606575,331.0,9988.748263888889,44.0,66.916374,20.65972222222222
10,46,10,108.43443,308.0,10090.188356164384,45.0,66.84316,21.06164383561644
10,47,10,112.72502,308.0,10063.11187607573,39.0,67.97223,20.481927710843372
10,48,10,112.50477,327.0,10018.431703204047,42.0,66.45952,20.741989881956155
10,49,10,110.72745,328.0,10024.506108202444,43.0,67.83096,19.895287958115183
10,50,10,110.67397,328.0,10020.716549295774,40.0,67.392235,20.070422535211268
10,51,10,111.43418,327.0,10090.060869565217,40.0,67.84497,20.869565217391305
10,52,10,110.76529,307.0,10106.983842010772,38.0,70.82921,19.389587073608617
10,55,10,114.81315,308.0,10178.62652705061,42.0,69.28755,19.895287958115183
10,56,10,112.69184,308.0,10104.919860627178,39.0,69.89825,18.466898954703833
10,57,10,112.64797,306.0,10092.577060931899,36.0,70.34647,17.562724014336915
10,58,10,114.89286,307.0,10225.248263888889,36.0,72.384254,16.493055555555554
10,59,10,112.102585,309.0,10128.690777576854,36.0,71.36776,16.455696202531644
10,60,10,114.03425,309.0,10203.507880910684,35.0,70.9449,17.86339754816112
10,61,10,114.13043,309.0,10162.31228668942,37.0,72.02394,17.4061433447099
10,62,10,111.75328,311.0,10127.701754385966,37.0,69.55701,20.526315789473685
10,63,10,112.79716,334.0,10179.644876325088,43.0,70.23424,18.90459363957597
10,64,10,111.655716,332.0,9921.214285714286,48.0,61.547382,26.079734219269103
10,65,10,111.63652,328.0,10101.611208406304,39.0,66.21227,19.96497373029772
10,2,12,114.024185,335.0,10496.754325259515,41.0,69.35206,19.55017301038062
10,3,12,115.60078,315.0,10549.656195462478,38.0,69.83327,18.32460732984293
10,4,12,115.7969,312.0,10521.227826086957,38.0,68.52289,19.130434782608695
10,5,12,115.157425,313.0,10448.365107913669,36.0,68.8827,18.705035971223023
10,6,12,115.01897,311.0,10461.124352331606,38.0,66.31083,18.65284974093264
10,7,12,112.43318,311.0,10494.260416666666,38.0,68.316376,19.270833333333336
10,8,12,112.066284,312.0,10397.973498233216,35.0,68.03298,16.607773851590103
10,9,12,112.884605,313.0,10471.445217391305,39.0,67.601715,20.695652173913043
10,10,12,112.5323,314.0,10396.576388888889,37.0,67.43664,18.57638888888889
10,11,12,109.8126,331.0,10530.61013986014,41.0,65.14225,21.853146853146853
10,12,12,114.23627,331.0,10560.020833333334,42.0,67.72653,21.006944444444446
10,13,12,112.526665,306.0,10444.964586846543,39.0,66.46095,19.224283305227654
10,16,12,115.11695,314.0,10510.29116117851,38.0,68.633766,22.703639514731368
10,17,12,113.38347,310.0,10515.223591549297,43.0,67.91297,21.47887323943662
10,18,12,113.8655,310.0,10541.900884955752,36.0,69.11246,18.938053097345133
10,19,12,116.52969,309.0,10537.196180555555,40.0,68.711685,18.57638888888889
10,20,12,113.92582,310.0,10500.782986111111,38.0,69.1527,20.3125
10,21,12,114.120674,310.0,10550.059726962458,37.0,68.43151,19.965870307167236
10,22,12,113.20805,309.0,10465.281362007168,39.0,67.51097,18.817204301075268
10,23,12,112.23638,310.0,10565.36952714536,38.0,67.33816,20.31523642732049
10,24,12,115.29997,310.0,10556.027633851469,37.0,66.89744,20.72538860103627
10,25,12,113.312546,309.0,10471.931271477662,41.0,66.13542,21.1340206185567
10,26,12,114.35894,310.0,10541.086805555555,37.0,67.60922,20.48611111111111
10,27,12,114.467514,311.0,10510.954144620811,39.0,68.44342,19.753086419753085
10,28,12,116.19551,311.0,10519.785211267606,39.0,66.91565,20.246478873239436
10,29,12,115.14427,309.0,10515.083038869258,41.0,66.47939,20.318021201413426
10,30,12,114.5838,310.0,10608.381370826011,36.0,69.97612,18.45342706502636
10,31,12,113.196526,311.0,10542.510273972603,38.0,67.71912,19.34931506849315
10,32,12,112.98618,311.0,10549.159784560143,41.0,67.97649,19.748653500897667
10,33,12,113.98234,311.0,10565.689473684211,38.0,69.73685,17.36842105263158
10,34,12,115.883255,311.0,10519.814685314685,37.0,66.885414,19.93006993006993
10,35,12,113.967445,314.0,10481.48561151079,39.0,67.57404,18.345323741007196
10,36,12,112.90676,315.0,10497.508137432189,38.0,67.19474,19.168173598553345
10,37,12,114.11939,314.0,10464.601398601399,35.0,66.12081,19.055944055944053
10,40,12,113.71925,312.0,10499.846560846561,35.0,66.99973,18.51851851851852
10,41,12,115.118454,313.0,10495.959292035399,40.0,64.54115,19.646017699115045
10,42,12,114.40833,315.0,10534.150442477876,37.0,66.9563,18.938053097345133
10,43,12,115.21653,315.0,10514.52714535902,39.0,66.189896,18.038528896672503
10,44,12,114.70641,314.0,10512.313620071685,39.0,66.48098,19.892473118279568
10,45,12,115.0102,316.0,10542.379432624113,38.0,66.505844,19.148936170212767
10,46,12,113.407776,315.0,10504.14183123878,39.0,66.9963,20.107719928186714
10,47,12,113.771034,333.0,10535.333333333334,38.0,65.89417,21.291448516579408
10,48,12,114.27173,317.0,10513.178445229682,42.0,67.2807,21.554770318021202
10,49,12,113.29505,317.0,10497.167820069204,38.0,68.435165,19.896193771626297
10,50,12,114.634514,318.0,10551.633628318585,40.0,67.09413,18.938053097345133
10,51,12,116.883644,318.0,10590.736936936937,36.0,67.2509,19.0990990990991
10,52,12,114.182816,317.0,10538.64412811388,38.0,67.6723,19.395017793594306
10,53,12,114.57109,316.0,10603.467771639042,39.0,67.01115,19.88950276243094
10,54,12,111.88369,315.0,10542.36524822695,38.0,68.42402,20.56737588652482
10,55,12,112.9319,315.0,10584.683544303798,38.0,67.315865,21.15732368896926
10,56,12,111.54347,320.0,10596.455357142857,38.0,68.349976,21.25
10,57,12,112.90258,320.0,10635.741319444445,41.0,67.72785,19.618055555555554
10,58,12,113.5597,315.0,10548.387900355872,40.0,66.619,21.352313167259787
10,59,12,113.706345,316.0,10599.093862815884,39.0,68.772064,18.4115523465704
10,60,12,113.144516,316.0,10562.235714285714,38.0,68.929596,19.28571428571429
10,61,12,112.215385,316.0,10522.330922242314,37.0,66.90722,21.15732368896926
10,62,12,114.82082,316.0,10633.545299145298,39.0,68.42339,19.65811965811966
10,63,12,111.48958,315.0,10601.650793650793,41.0,66.93373,21.164021164021165
10,64,12,115.03928,315.0,10644.203180212015,40.0,69.3101,21.024734982332156
10,65,12,111.92513,315.0,10529.713274336284,41.0,67.83996,21.061946902654867
10,66,12,111.11498,314.0,10584.761821366024,38.0,69.61444,20.140105078809107
10,2,14,108.99727,334.0,10024.343003412969,42.0,61.939995,22.013651877133107
10,3,14,109.94827,330.0,9992.925217391305,42.0,62.618336,22.26086956521739
10,4,14,112.35009,327.0,10170.241739130435,43.0,64.52768,21.565217391304348
10,5,14,112.20731,328.0,10097.731316725978,43.0,63.861732,23.487544483985765
10,6,14,111.220985,328.0,10084.54358974359,45.0,65.25853,20.34188034188034
10,7,14,112.10989,328.0,10130.839441535776,42.0,66.723885,20.76788830715532
10,8,14,112.4562,326.0,10118.80035335689,44.0,68.39492,21.37809187279152
10,9,14,111.774994,308.0,10037.699481865286,44.0,66.87596,21.070811744386873
10,10,14,111.61349,309.0,10185.154499151104,43.0,67.30042,20.203735144312393
10,11,14,112.354034,315.0,10118.700516351118,44.0,66.20129,22.203098106712567
10,12,14,111.43096,308.0,10074.418060200669,41.0,65.816956,21.070234113712374
10,13,14,111.294975,304.0,10077.446488294314,41.0,68.052345,20.735785953177256
10,14,14,111.84667,308.0,10127.563545150502,42.0,66.796196,21.57190635451505
10,17,14,112.2757,324.0,10290.166959578208,44.0,65.212685,23.022847100175746
10,18,14,113.54189,334.0,10136.874125874127,44.0,60.720226,26.048951048951047
10,19,14,112.00092,334.0,10127.581475128645,45.0,62.654533,25.04288164665523
10,20,14,109.7144,333.0,9955.915254237289,50.0,62.69255,24.74576271186441
10,21,14,113.82039,304.0,9944.013377926422,46.0,63.60756,23.745819397993312
10,22,14,116.06951,324.0,10070.840830449826,43.0,62.892708,21.280276816608996
10,23,14,111.44352,327.0,10211.077601410934,46.0,66.153275,24.691358024691358
10,24,14,112.34117,304.0,10130.416243654823,46.0,65.64021,20.304568527918782
10,25,14,113.75015,309.0,10157.600343053173,43.0,66.21274,20.754716981132077
10,26,14,111.82986,325.0,10012.642735042735,41.0,64.585045,20.854700854700855
10,27,14,112.65082,332.0,10045.193825042881,48.0,63.727306,24.356775300171527
10,28,14,111.20623,329.0,10114.5424610052,44.0,65.500305,22.530329289428074
10,29,14,110.942375,303.0,9996.944055944055,41.0,65.621,19.405594405594407
10,30,14,114.07025,308.0,10143.263698630137,39.0,66.01187,19.34931506849315
10,31,14,112.379234,309.0,10168.901694915254,43.0,66.38218,19.322033898305087
10,32,14,111.86872,326.0,10127.290322580646,44.0,64.531235,20.25089605734767
10,33,14,111.37198,331.0,10031.806506849314,45.0,64.71791,21.746575342465754
10,34,14,112.7361,302.0,10027.013816925733,41.0,68.28119,18.998272884283246
10,35,14,113.46239,309.0,10182.691756272401,39.0,66.50138,19.71326164874552
10,36,14,113.100006,324.0,10126.40909090909,45.0,65.157265,20.97902097902098
10,37,14,111.49514,328.0,10050.804713804713,45.0,65.191605,22.895622895622896
10,38,14,111.92,300.0,10135.256454388984,47.0,67.53603,20.65404475043029
10,39,14,111.53969,305.0,10134.926243567754,43.0,66.58445,18.524871355060036
10,40,14,112.02759,306.0,10171.884210526316,41.0,66.205246,18.421052631578945
10,41,14,111.93593,306.0,10165.952879581151,42.0,67.27661,18.32460732984293
10,42,14,112.71268,305.0,10179.421602787457,41.0,66.38574,19.686411149825783
10,43,14,114.03297,306.0,10150.88829787234,40.0,67.77702,17.73049645390071
10,44,14,112.1071,304.0,10209.170474516695,42.0,66.77484,19.507908611599298
10,45,14,109.07714,306.0,10224.381205673759,41.0,67.292854,20.0354609929078
10,46,14,110.35889,326.0,10060.490333919157,43.0,65.116745,21.616871704745165
10,47,14,112.96887,308.0,10028.850515463917,42.0,65.838646,21.477663230240548
10,48,14,110.57486,309.0,10087.232441471571,42.0,63.079773,23.076923076923077
10,49,14,112.68455,306.0,10072.307958477508,38.0,65.995834,20.415224913494807
10,52,14,114.800674,311.0,10170.484794275491,40.0,67.00064,21.10912343470483
10,53,14,111.90076,323.0,10010.293906810035,41.0,65.81428,20.07168458781362
10,54,14,113.23447,307.0,10196.524324324324,42.0,68.69624,19.27927927927928
10,55,14,113.66791,311.0,10171.740674955596,41.0,66.785095,17.406749555950267
10,56,14,114.18263,314.0,10147.96974789916,41.0,64.315834,21.84873949579832
10,57,14,112.403015,330.0,10149.032727272728,40.0,66.35357,21.09090909090909
10,58,14,111.0256,326.0,10094.612903225807,40.0,66.12771,21.68458781362007
10,59,14,111.58463,331.0,10164.139414802066,45.0,67.559296,21.858864027538726
10,60,14,112.91457,321.0,10209.547576301617,45.0,67.47069,19.92818671454219
10,61,14,112.38836,325.0,10164.252931323283,47.0,65.76193,21.943048576214405
10,62,14,112.01248,303.0,10170.970017636684,37.0,69.568306,18.342151675485006
10,63,14,112.475395,305.0,10183.186736474694,40.0,68.8239,18.673647469458988
10,64,14,112.24314,307.0,10080.852112676057,40.0,64.574104,19.718309859154928
10,65,14,112.20928,307.0,10017.025996533795,44.0,64.56383,19.064124783362217
10,2,16,111.135895,336.0,10029.118644067798,41.0,63.405064,21.694915254237287
10,3,16,111.95042,319.0,10003.794827586207,40.0,63.375668,22.413793103448278
10,4,16,110.972084,310.0,10027.495741056218,41.0,59.982407,19.761499148211243
10,5,16,113.81846,311.0,10144.509700176366,42.0,67.06362,20.811287477954142
10,6,16,112.64345,311.0,10231.586030664395,38.0,66.74985,19.761499148211243
10,7,16,112.97634,309.0,10182.070934256055,37.0,64.099884,19.55017301038062
10,8,16,113.690025,311.0,10212.333919156416,39.0,68.283035,20.38664323374341
10,9,16,113.4724,309.0,10268.38144329897,37.0,68.294716,19.243986254295535
10,10,16,112.05888,312.0,10195.598245614035,38.0,67.70224,20.0
10,11,16,111.70188,314.0,10178.206597222223,38.0,67.95041,20.833333333333336
10,12,16,112.24252,311.0,10215.148717948718,40.0,65.99069,21.367521367521366
10,13,16,111.5816,330.0,10186.166950596253,40.0,66.99489,22.14650766609881
10,14,16,113.0407,310.0,10118.068965517241,35.0,68.294395,20.344827586206897
10,15,16,112.87783,311.0,10249.465397923876,38.0,69.63231,20.588235294117645
10,16,16,109.052246,310.0,10172.077720207253,38.0,69.43151,20.552677029360964
10,17,16,112.75979,308.0,10230.100175746924,37.0,69.82254,20.38664323374341
10,18,16,112.1128,309.0,10181.920774647888,36.0,69.999,26.936619718309856
10,19,16,113.23392,309.0,10171.63047285464,39.0,70.15439,20.490367775831874
10,20,16,113.63377,309.0,10257.902896081772,39.0,70.96832,19.420783645655877
10,21,16,115.01636,310.0,10291.42487046632,37.0,72.09535,20.72538860103627
10,22,16,111.87521,309.0,10176.713043478261,39.0,69.17233,19.652173913043477
10,23,16,113.40153,309.0,10272.920634920634,40.0,71.20849,18.51851851851852
10,24,16,112.73155,309.0,10211.516754850089,36.0,70.68199,16.57848324514991
10,25,16,113.10525,309.0,10265.971088435374,38.0,72.11253,19.727891156462583
10,26,16,111.009056,323.0,10221.6701208981,39.0,69.19501,21.761658031088082
10,27,16,109.43787,312.0,10108.551903114187,42.0,66.99935,22.491349480968857
10,30,16,111.8632,309.0,10293.99480069324,38.0,69.16688,22.183708838821488
10,31,16,112.647964,310.0,10299.88376068376,37.0,70.78648,20.854700854700855
10,32,16,112.22577,311.0,10294.11010830325,37.0,70.37222,21.119133574007222
10,33,16,113.06526,311.0,10263.017857142857,36.0,69.76463,20.535714285714285
10,34,16,114.22951,310.0,10325.807958477508,37.0,71.0984,19.72318339100346
10,35,16,111.15625,310.0,10263.550909090909,40.0,71.15852,20.727272727272727
10,36,16,113.41935,311.0,10271.726126126126,37.0,67.49622,21.98198198198198
10,37,16,112.05848,311.0,10311.71896551724,40.0,70.37794,20.689655172413794
10,38,16,111.35956,311.0,10343.073684210527,34.0,71.63497,31.929824561403507
10,39,16,112.9181,311.0,10301.737302977233,37.0,71.59097,19.614711033274958
10,40,16,112.18273,311.0,10264.220070422536,38.0,70.37288,20.950704225352112
10,41,16,112.49322,313.0,10323.453097345133,36.0,69.955986,21.415929203539825
10,42,16,112.61375,313.0,10299.496453900709,38.0,69.78383,21.27659574468085
10,43,16,111.55498,330.0,10295.069324090122,40.0,69.04675,20.97053726169844
10,44,16,112.1414,311.0,10301.540293040292,40.0,70.68802,18.681318681318682
10,45,16,115.53835,312.0,10306.333916083917,38.0,68.999275,25.34965034965035
10,46,16,113.35497,313.0,10372.137992831542,41.0,69.28686,21.32616487455197
10,47,16,112.81335,313.0,10318.027633851469,38.0,67.8343,20.552677029360964
10,48,16,109.7804,312.0,10306.053003533569,39.0,70.52122,19.081272084805654
10,49,16,113.23987,314.0,10244.308747855917,37.0,68.16358,21.783876500857634
10,50,16,114.423134,316.0,10287.288495575222,36.0,64.953896,20.17699115044248
10,51,16,113.44889,315.0,10304.788908765653,38.0,67.52337,18.425760286225405
10,52,16,111.60167,318.0,10373.02296819788,40.0,68.87506,19.964664310954063
10,55,16,111.78345,310.0,10249.760435571689,42.0,67.8538,21.234119782214155
10,56,16,112.55899,311.0,10395.561188811189,39.0,71.51086,20.804195804195803
10,57,16,113.544624,312.0,10390.799642218248,34.0,71.49252,20.930232558139537
10,58,16,111.38676,315.0,10382.502732240437,38.0,70.39936,21.67577413479053
10,59,16,111.166756,319.0,10291.87147887324,38.0,68.001305,21.12676056338028
10,60,16,116.22404,315.0,10227.680357142857,37.0,67.30681,19.28571428571429
10,61,16,110.849884,321.0,10389.513274336283,39.0,68.64412,20.884955752212388
10,62,16,113.21014,319.0,10182.522842639593,43.0,63.10499,20.98138747884941
10,63,16,112.55681,312.0,10228.642233856894,41.0,65.13968,21.640488656195462
10,64,16,111.25204,313.0,10374.707231040564,38.0,70.77535,20.634920634920633
10,65,16,112.81533,314.0,10283.866551126517,40.0,70.52033,19.064124783362217
10,66,16,114.200134,314.0,10267.343362831858,38.0,66.37489,21.76991150442478
10,2,18,112.85408,336.0,9781.867892976588,42.0,56.155552,20.5685618729097
10,3,18,112.90768,337.0,9875.610455311973,46.0,61.30796,20.741989881956155
10,4,18,114.87881,319.0,10068.034129692833,44.0,63.57299,18.941979522184297
10,5,18,113.36244,318.0,10062.5,43.0,64.43854,20.069204152249135
10,6,18,112.877144,318.0,10126.287179487179,43.0,65.66084,22.22222222222222
10,7,18,111.660126,317.0,10103.906574394463,42.0,64.90084,21.972318339100347
10,8,18,112.611824,317.0,10093.901384083045,42.0,65.20109,20.242214532871973
10,9,18,114.50845,311.0,10079.970840480275,42.0,66.55411,19.554030874785592
10,10,18,115.20854,315.0,10183.247422680412,44.0,65.151955,21.8213058419244
10,11,18,112.361435,316.0,10113.814751286449,42.0,67.00343,19.039451114922812
10,12,18,112.96915,313.0,10094.91609589041,39.0,64.45871,20.54794520547945
10,13,18,113.557816,319.0,10120.16694214876,43.0,63.678616,20.0
10,14,18,112.1815,335.0,9956.223931623932,42.0,59.77681,22.22222222222222
10,15,18,112.150635,315.0,9882.143333333333,47.0,61.188835,23.5
